,precision,recall,f1-score,support
0,0.6873111782477341,0.6811377245508982,0.6842105263157895,668.0
1,0.6839762611275965,0.6901197604790419,0.6870342771982116,668.0
accuracy,0.6856287425149701,0.6856287425149701,0.6856287425149701,0.6856287425149701
macro avg,0.6856437196876652,0.6856287425149701,0.6856224017570005,1336.0
weighted avg,0.6856437196876652,0.6856287425149701,0.6856224017570005,1336.0
