,precision,recall,f1-score,support
0,0.6892488954344624,0.7005988023952096,0.6948775055679287,668.0
1,0.69558599695586,0.6841317365269461,0.689811320754717,668.0
accuracy,0.6923652694610778,0.6923652694610778,0.6923652694610778,0.6923652694610778
macro avg,0.6924174461951612,0.6923652694610778,0.6923444131613228,1336.0
weighted avg,0.6924174461951613,0.6923652694610778,0.6923444131613229,1336.0
