rush_adv_team1,rush_adv_team2,pass_adv_team1,pass_adv_team2,score_adv_team1,score_adv_team2,turnover_adv_team1,turnover_adv_team2,pred_rank_team1,pred_rank_team2,sos_team1,sos_team2,WinPct_team1,WinPct_team2,week,label
-88.0,-107.69999999999999,-119.0,-73.69999999999999,-25.0,-18.299999999999997,0.0,-0.6000000000000001,-5.9,-12.9,-5.0,-4.6,76.9,25.0,7,0
-68.7,72.69999999999999,0.30000000000001137,-17.30000000000001,4.0,0.5999999999999943,-1.0000000000000002,0.0,0.7,-5.4,-6.4,-12.7,61.5,76.9,7,1
72.69999999999999,-68.7,-17.30000000000001,0.30000000000001137,0.5999999999999943,4.0,0.0,-1.0000000000000002,-5.4,0.7,-12.7,-6.4,76.9,61.5,7,0
123.60000000000001,42.3,-138.60000000000002,-84.39999999999998,-14.7,-6.0000000000000036,0.0,0.0,-1.0,-4.6,-0.6,3.1,76.9,53.9,7,1
42.3,123.60000000000001,-84.39999999999998,-138.60000000000002,-6.0000000000000036,-14.7,0.0,0.0,-4.6,-1.0,3.1,-0.6,53.9,76.9,7,0
95.3,32.000000000000014,-124.0,199.3,-0.4000000000000057,20.7,-0.30000000000000004,-1.0,13.2,-6.4,-1.8,-15.3,76.9,33.3,7,1
32.000000000000014,95.3,199.3,-124.0,20.7,-0.4000000000000057,-1.0,-0.30000000000000004,-6.4,13.2,-15.3,-1.8,33.3,76.9,7,0
203.7,209.8,-135.8,-34.0,6.800000000000001,7.5,1.2,0.5,-0.5,2.6,-7.3,-2.5,76.9,41.7,7,1
209.8,203.7,-34.0,-135.8,7.5,6.800000000000001,0.5,1.2,2.6,-0.5,-2.5,-7.3,41.7,76.9,7,0
110.0,-51.0,66.60000000000002,-39.0,8.0,-13.0,0.7000000000000002,1.2999999999999998,5.2,3.6,1.0,6.6,53.9,33.3,7,1
-51.0,110.0,-39.0,66.60000000000002,-13.0,8.0,1.2999999999999998,0.7000000000000002,3.6,5.2,6.6,1.0,33.3,53.9,7,0
-88.69999999999999,-12.300000000000011,46.39999999999998,-85.69999999999999,-5.699999999999999,-16.3,-0.7,2.0,5.7,-11.1,8.2,-7.8,46.2,53.9,7,1
-12.300000000000011,-88.69999999999999,-85.69999999999999,46.39999999999998,-16.3,-5.699999999999999,2.0,-0.7,-11.1,5.7,-7.8,8.2,53.9,46.2,7,0
-152.0,-11.299999999999997,-4.399999999999977,-72.0,-10.400000000000006,-10.0,0.0,-1.9999999999999998,21.2,-28.4,11.6,-19.9,87.5,53.9,7,1
-11.299999999999997,-152.0,-72.0,-4.399999999999977,-10.0,-10.400000000000006,-1.9999999999999998,0.0,-28.4,21.2,-19.9,11.6,53.9,87.5,7,0
35.3,-6.0,-11.300000000000011,-137.7,-8.3,-7.700000000000003,0.7,1.7,-7.3,-9.0,-5.3,-7.0,78.6,69.2,7,1
-6.0,35.3,-137.7,-11.300000000000011,-7.700000000000003,-8.3,1.7,0.7,-9.0,-7.3,-7.0,-5.3,69.2,78.6,7,0
205.3,24.0,82.69999999999999,165.7,41.3,18.7,-0.6000000000000001,-1.5999999999999999,37.9,15.8,6.7,0.8,87.5,41.7,7,1
24.0,205.3,165.7,82.69999999999999,18.7,41.3,-1.5999999999999999,-0.6000000000000001,15.8,37.9,0.8,6.7,41.7,87.5,7,0
42.39999999999998,1.0,116.69999999999999,35.69999999999999,16.0,8.399999999999999,1.0,0.0,25.7,-12.0,0.6,-9.2,46.2,41.7,7,1
1.0,42.39999999999998,35.69999999999999,116.69999999999999,8.399999999999999,16.0,0.0,1.0,-12.0,25.7,-9.2,0.6,41.7,46.2,7,0
-38.30000000000001,-29.60000000000001,57.0,78.69999999999999,19.400000000000002,9.7,-0.30000000000000004,-1.5999999999999999,19.7,1.3,8.5,-0.8,92.9,46.2,7,1
-29.60000000000001,-38.30000000000001,78.69999999999999,57.0,9.7,19.400000000000002,-1.5999999999999999,-0.30000000000000004,1.3,19.7,-0.8,8.5,46.2,92.9,7,0
12.0,-14.0,-145.7,19.69999999999999,-13.000000000000004,-5.299999999999997,-2.0,0.6000000000000001,-4.9,1.9,-3.1,8.2,41.7,41.7,7,1
-14.0,12.0,19.69999999999999,-145.7,-5.299999999999997,-13.000000000000004,0.6000000000000001,-2.0,1.9,-4.9,8.2,-3.1,41.7,41.7,7,0
-21.0,-29.299999999999997,10.300000000000011,98.69999999999999,8.299999999999997,21.0,0.0,0.0,26.3,-2.3,1.8,-4.8,81.3,8.3,7,1
-29.299999999999997,-21.0,98.69999999999999,10.300000000000011,21.0,8.299999999999997,0.0,0.0,-2.3,26.3,-4.8,1.8,8.3,81.3,7,0
-13.999999999999986,93.3,82.69999999999999,-71.69999999999999,-1.6000000000000014,9.399999999999999,-0.7,0.30000000000000004,1.2,7.1,1.3,1.2,53.9,69.2,7,1
93.3,-13.999999999999986,-71.69999999999999,82.69999999999999,9.399999999999999,-1.6000000000000014,0.30000000000000004,-0.7,7.1,1.2,1.2,1.3,69.2,53.9,7,0
-143.7,138.0,20.0,12.0,-19.599999999999998,15.3,-1.0,0.0,-2.4,-14.0,-7.3,-7.7,25.0,61.5,7,1
138.0,-143.7,12.0,20.0,15.3,-19.599999999999998,0.0,-1.0,-14.0,-2.4,-7.7,-7.3,61.5,25.0,7,0
-122.60000000000001,-151.3,-89.30000000000001,41.0,-31.400000000000002,-21.3,0.2999999999999998,1.0000000000000002,-9.6,-21.9,-6.0,-12.6,53.9,69.2,7,1
-151.3,-122.60000000000001,41.0,-89.30000000000001,-21.3,-31.400000000000002,1.0000000000000002,0.2999999999999998,-21.9,-9.6,-12.6,-6.0,69.2,53.9,7,0
52.69999999999999,63.69999999999999,57.69999999999999,58.0,19.599999999999998,1.0,0.7,-1.7,8.3,-4.1,-1.1,0.2,78.6,25.0,7,1
63.69999999999999,52.69999999999999,58.0,57.69999999999999,1.0,19.599999999999998,-1.7,0.7,-4.1,8.3,0.2,-1.1,25.0,78.6,7,0
-34.0,50.0,-29.30000000000001,-71.0,3.6000000000000014,10.400000000000002,-2.3,0.7,3.8,16.0,8.6,-0.1,25.0,46.2,7,1
50.0,-34.0,-71.0,-29.30000000000001,10.400000000000002,3.6000000000000014,0.7,-2.3,16.0,3.8,-0.1,8.6,46.2,25.0,7,0
-3.0,-6.600000000000023,126.0,-101.0,11.000000000000004,-2.6000000000000014,0.30000000000000004,0.30000000000000004,15.1,-4.2,6.2,-5.5,81.3,46.2,7,1
-6.600000000000023,-3.0,-101.0,126.0,-2.6000000000000014,11.000000000000004,0.30000000000000004,0.30000000000000004,-4.2,15.1,-5.5,6.2,46.2,81.3,7,0
-18.69999999999999,114.0,20.0,-30.600000000000023,-0.6000000000000014,3.3000000000000007,0.0,0.7,-1.8,10.9,-4.1,2.8,61.5,25.0,7,1
114.0,-18.69999999999999,-30.600000000000023,20.0,3.3000000000000007,-0.6000000000000014,0.7,0.0,10.9,-1.8,2.8,-4.1,25.0,61.5,7,0
94.60000000000002,91.0,-86.69999999999999,-53.69999999999999,5.300000000000001,8.999999999999996,-1.0000000000000002,0.3999999999999999,-2.0,-1.3,-6.6,-6.1,61.5,46.2,7,1
91.0,94.60000000000002,-53.69999999999999,-86.69999999999999,8.999999999999996,5.300000000000001,0.3999999999999999,-1.0000000000000002,-1.3,-2.0,-6.1,-6.6,46.2,61.5,7,0
151.7,78.69999999999999,-6.399999999999977,-176.7,14.0,-1.0,-1.0,0.30000000000000004,6.1,-0.2,0.8,-8.4,64.3,85.7,7,1
78.69999999999999,151.7,-176.7,-6.399999999999977,-1.0,14.0,0.30000000000000004,-1.0,-0.2,6.1,-8.4,0.8,85.7,64.3,7,0
-134.0,-104.3,-9.0,-87.3,-20.700000000000003,-14.999999999999996,1.0,1.0,-6.7,-9.1,-9.9,-3.3,46.2,64.3,7,1
-104.3,-134.0,-87.3,-9.0,-14.999999999999996,-20.700000000000003,1.0,1.0,-9.1,-6.7,-3.3,-9.9,64.3,46.2,7,0
-44.3,-40.30000000000001,8.699999999999989,26.30000000000001,-7.399999999999999,-3.3999999999999986,0.0,-0.3999999999999999,-13.8,-18.9,-12.8,-14.9,57.1,41.7,7,1
-40.30000000000001,-44.3,26.30000000000001,8.699999999999989,-3.3999999999999986,-7.399999999999999,-0.3999999999999999,0.0,-18.9,-13.8,-14.9,-12.8,41.7,57.1,7,0
-34.39999999999998,139.39999999999998,-5.0,74.69999999999999,5.0,18.6,0.0,-2.0,25.0,-14.0,4.1,-12.7,41.7,0.0,7,1
139.39999999999998,-34.39999999999998,74.69999999999999,-5.0,18.6,5.0,-2.0,0.0,-14.0,25.0,-12.7,4.1,0.0,41.7,7,0
53.69999999999999,146.0,39.60000000000002,-101.30000000000001,27.700000000000003,2.700000000000003,-1.3,-0.30000000000000004,3.9,5.0,-7.1,-5.0,45.5,71.4,8,1
146.0,53.69999999999999,-101.30000000000001,39.60000000000002,2.700000000000003,27.700000000000003,-0.30000000000000004,-1.3,5.0,3.9,-5.0,-7.1,71.4,45.5,8,0
-52.0,-177.3,77.0,-19.69999999999999,-7.0000000000000036,-24.3,-0.9999999999999998,-0.3999999999999999,-11.9,-14.9,-8.1,-10.0,41.7,61.5,8,1
-177.3,-52.0,-19.69999999999999,77.0,-24.3,-7.0000000000000036,-0.3999999999999999,-0.9999999999999998,-14.9,-11.9,-10.0,-8.1,61.5,41.7,8,0
-113.39999999999998,11.0,-117.0,-44.0,-21.000000000000004,-6.700000000000003,-0.9999999999999998,1.0,-0.9,1.2,-7.5,0.1,46.2,76.9,8,1
11.0,-113.39999999999998,-44.0,-117.0,-6.700000000000003,-21.000000000000004,1.0,-0.9999999999999998,1.2,-0.9,0.1,-7.5,76.9,46.2,8,0
6.3999999999999915,-21.30000000000001,-71.30000000000001,64.30000000000001,-10.700000000000003,-4.300000000000001,1.7000000000000002,1.7,-15.0,-19.6,-7.9,-15.8,61.5,41.7,8,1
-21.30000000000001,6.3999999999999915,64.30000000000001,-71.30000000000001,-4.300000000000001,-10.700000000000003,1.7,1.7000000000000002,-19.6,-15.0,-15.8,-7.9,41.7,61.5,8,0
-18.599999999999994,-192.39999999999998,-93.99999999999999,37.0,-8.0,-17.400000000000002,1.3,0.2999999999999998,-9.3,6.0,-3.5,1.1,64.3,41.7,8,1
-192.39999999999998,-18.599999999999994,37.0,-93.99999999999999,-17.400000000000002,-8.0,0.2999999999999998,1.3,6.0,-9.3,1.1,-3.5,41.7,64.3,8,0
-2.6999999999999886,46.3,-9.600000000000023,158.3,6.299999999999997,22.7,-0.3999999999999999,-1.5999999999999999,18.3,0.5,6.6,-1.3,92.9,69.2,8,1
46.3,-2.6999999999999886,158.3,-9.600000000000023,22.7,6.299999999999997,-1.5999999999999999,-0.3999999999999999,0.5,18.3,-1.3,6.6,69.2,92.9,8,0
103.0,31.30000000000001,-75.39999999999998,-3.6999999999999886,-0.3999999999999986,0.0,-1.2999999999999998,1.3,1.1,-2.2,-2.4,-5.8,41.7,46.2,8,1
31.30000000000001,103.0,-3.6999999999999886,-75.39999999999998,0.0,-0.3999999999999986,1.3,-1.2999999999999998,-2.2,1.1,-5.8,-2.4,46.2,41.7,8,0
-2.0,-89.39999999999999,193.3,42.30000000000001,25.400000000000002,0.0,0.0,0.0,32.4,13.8,5.8,7.7,69.2,61.5,8,1
-89.39999999999999,-2.0,42.30000000000001,193.3,0.0,25.400000000000002,0.0,0.0,13.8,32.4,7.7,5.8,61.5,69.2,8,0
-68.69999999999999,-32.0,-103.30000000000001,164.7,-21.3,16.400000000000002,-0.30000000000000004,2.0,4.3,7.7,-0.8,-0.1,78.6,61.5,8,1
-32.0,-68.69999999999999,164.7,-103.30000000000001,16.400000000000002,-21.3,2.0,-0.30000000000000004,7.7,4.3,-0.1,-0.8,61.5,78.6,8,0
-75.30000000000001,-67.60000000000001,-42.69999999999999,23.0,-10.0,-9.399999999999999,0.5999999999999999,-0.9999999999999998,-9.4,-13.7,-6.4,-9.4,25.0,41.7,8,1
-67.60000000000001,-75.30000000000001,23.0,-42.69999999999999,-9.399999999999999,-10.0,-0.9999999999999998,0.5999999999999999,-13.7,-9.4,-9.4,-6.4,41.7,25.0,8,0
-116.60000000000002,69.39999999999999,-13.300000000000011,39.69999999999999,-14.299999999999997,9.7,-2.3,-0.7,9.2,0.3,-2.4,-0.9,61.5,61.5,8,1
69.39999999999999,-116.60000000000002,39.69999999999999,-13.300000000000011,9.7,-14.299999999999997,-0.7,-2.3,0.3,9.2,-0.9,-2.4,61.5,61.5,8,0
-40.30000000000001,-26.60000000000001,111.0,205.60000000000002,-0.3999999999999986,22.0,0.0,0.3999999999999999,7.3,-0.1,-5.1,-4.3,85.7,41.7,8,1
-26.60000000000001,-40.30000000000001,205.60000000000002,111.0,22.0,-0.3999999999999986,0.3999999999999999,0.0,-0.1,7.3,-4.3,-5.1,41.7,85.7,8,0
-38.0,72.0,-191.7,-174.0,-17.7,-16.400000000000006,0.30000000000000004,1.0,-28.9,-1.5,-18.2,-6.2,53.9,61.5,8,1
72.0,-38.0,-174.0,-191.7,-16.400000000000006,-17.7,1.0,0.30000000000000004,-1.5,-28.9,-6.2,-18.2,61.5,53.9,8,0
-66.60000000000002,24.0,50.30000000000001,36.0,-12.0,6.0,2.0,1.2999999999999998,-13.1,-22.2,-11.2,-8.4,33.3,25.0,8,1
24.0,-66.60000000000002,36.0,50.30000000000001,6.0,-12.0,1.2999999999999998,2.0,-22.2,-13.1,-8.4,-11.2,25.0,33.3,8,0
62.0,158.0,-118.69999999999999,-30.0,6.699999999999999,16.700000000000003,0.30000000000000004,-0.7,10.6,5.6,6.1,5.4,41.7,33.3,8,1
158.0,62.0,-30.0,-118.69999999999999,16.700000000000003,6.699999999999999,-0.7,0.30000000000000004,5.6,10.6,5.4,6.1,33.3,41.7,8,0
82.99999999999999,-8.700000000000003,-11.699999999999989,184.39999999999998,15.3,18.0,-0.30000000000000004,-0.7,26.7,3.5,5.3,-1.2,71.4,16.7,8,1
-8.700000000000003,82.99999999999999,184.39999999999998,-11.699999999999989,18.0,15.3,-0.7,-0.30000000000000004,3.5,26.7,-1.2,5.3,16.7,71.4,8,0
27.0,39.39999999999999,-27.30000000000001,-56.0,14.700000000000003,-7.600000000000001,0.7,0.2999999999999998,6.3,-11.2,1.1,-5.6,69.2,53.9,8,1
39.39999999999999,27.0,-56.0,-27.30000000000001,-7.600000000000001,14.700000000000003,0.2999999999999998,0.7,-11.2,6.3,-5.6,1.1,53.9,69.2,8,0
-87.69999999999999,-61.7,-14.0,-83.69999999999999,-0.7000000000000028,-20.299999999999997,0.0,-2.3,0.2,-11.2,-0.8,-5.2,25.0,25.0,8,1
-61.7,-87.69999999999999,-83.69999999999999,-14.0,-20.299999999999997,-0.7000000000000028,-2.3,0.0,-11.2,0.2,-5.2,-0.8,25.0,25.0,8,0
96.0,-42.30000000000001,51.30000000000001,-6.0,1.6999999999999993,-7.0,0.7,0.0,-13.3,-10.5,-9.6,-14.6,25.0,46.2,8,1
-42.30000000000001,96.0,-6.0,51.30000000000001,-7.0,1.6999999999999993,0.0,0.7,-10.5,-13.3,-14.6,-9.6,46.2,25.0,8,0
-107.00000000000001,-75.60000000000001,-10.300000000000011,-11.699999999999989,-16.999999999999996,-23.6,1.0,1.0,5.7,-19.0,2.2,-9.8,84.6,53.9,8,1
-75.60000000000001,-107.00000000000001,-11.699999999999989,-10.300000000000011,-23.6,-16.999999999999996,1.0,1.0,-19.0,5.7,-9.8,2.2,53.9,84.6,8,0
4.0,7.0,107.30000000000001,38.60000000000002,16.299999999999997,12.400000000000002,0.30000000000000004,0.0,11.8,-3.3,3.5,-2.0,78.6,46.2,8,1
7.0,4.0,38.60000000000002,107.30000000000001,12.400000000000002,16.299999999999997,0.0,0.30000000000000004,-3.3,11.8,-2.0,3.5,46.2,78.6,8,0
-50.60000000000002,-271.4,-34.60000000000002,92.0,-13.0,-21.0,-0.7,1.2999999999999998,-14.9,-30.8,-10.4,-18.4,0.0,33.3,8,1
-271.4,-50.60000000000002,92.0,-34.60000000000002,-21.0,-13.0,1.2999999999999998,-0.7,-30.8,-14.9,-18.4,-10.4,33.3,0.0,8,0
-2.3999999999999773,-60.39999999999998,-87.30000000000001,112.60000000000002,-18.3,8.299999999999997,0.5999999999999999,0.5999999999999999,3.4,-6.0,4.1,-8.3,33.3,53.9,8,1
-60.39999999999998,-2.3999999999999773,112.60000000000002,-87.30000000000001,8.299999999999997,-18.3,0.5999999999999999,0.5999999999999999,-6.0,3.4,-8.3,4.1,53.9,33.3,8,0
-56.39999999999998,-29.39999999999999,-25.30000000000001,-67.69999999999999,-11.299999999999997,2.3999999999999986,-0.7,0.3999999999999999,-8.3,-38.2,-13.0,-22.2,38.5,16.7,8,1
-29.39999999999999,-56.39999999999998,-67.69999999999999,-25.30000000000001,2.3999999999999986,-11.299999999999997,0.3999999999999999,-0.7,-38.2,-8.3,-22.2,-13.0,16.7,38.5,8,0
35.69999999999999,59.39999999999998,65.0,-54.0,13.299999999999997,-1.0,-0.7,-0.6000000000000001,-1.8,3.2,-3.6,-5.1,69.2,33.3,8,1
59.39999999999998,35.69999999999999,-54.0,65.0,-1.0,13.299999999999997,-0.6000000000000001,-0.7,3.2,-1.8,-5.1,-3.6,33.3,69.2,8,0
109.69999999999999,-127.99999999999999,47.69999999999999,-85.69999999999999,-4.0,-22.000000000000004,-0.3999999999999999,1.0,-7.7,-20.3,-6.3,-15.2,76.9,41.7,8,1
-127.99999999999999,109.69999999999999,-85.69999999999999,47.69999999999999,-22.000000000000004,-4.0,1.0,-0.3999999999999999,-20.3,-7.7,-15.2,-6.3,41.7,76.9,8,0
-184.60000000000002,23.69999999999999,-19.0,12.600000000000023,-13.400000000000002,16.0,-0.2999999999999998,-0.3999999999999999,16.5,-8.0,7.8,-11.1,61.5,76.9,8,1
23.69999999999999,-184.60000000000002,12.600000000000023,-19.0,16.0,-13.400000000000002,-0.3999999999999999,-0.2999999999999998,-8.0,16.5,-11.1,7.8,76.9,61.5,8,0
-77.39999999999998,114.39999999999999,138.0,12.399999999999977,5.700000000000003,-6.0,0.6000000000000001,0.5999999999999999,2.2,4.1,-6.9,-0.6,61.5,53.9,8,1
114.39999999999999,-77.39999999999998,12.399999999999977,138.0,-6.0,5.700000000000003,0.5999999999999999,0.6000000000000001,4.1,2.2,-0.6,-6.9,53.9,61.5,8,0
104.0,254.3,-112.69999999999999,32.69999999999999,7.0,17.0,0.0,-2.7,14.3,1.2,-2.7,-0.7,76.9,76.9,8,1
254.3,104.0,32.69999999999999,-112.69999999999999,17.0,7.0,-2.7,0.0,1.2,14.3,-0.7,-2.7,76.9,76.9,8,0
70.39999999999998,31.69999999999999,-98.69999999999999,119.39999999999998,-1.7000000000000028,4.0,0.0,-0.7,0.8,-3.3,-5.2,1.7,76.9,25.0,8,1
31.69999999999999,70.39999999999998,119.39999999999998,-98.69999999999999,4.0,-1.7000000000000028,-0.7,0.0,-3.3,0.8,1.7,-5.2,25.0,76.9,8,0
-123.30000000000001,-88.7,-77.0,67.69999999999999,-13.399999999999999,-21.700000000000003,-1.2999999999999998,-0.6000000000000001,-20.2,-14.1,-14.1,-12.6,23.1,53.9,8,1
-88.7,-123.30000000000001,67.69999999999999,-77.0,-21.700000000000003,-13.399999999999999,-0.6000000000000001,-1.2999999999999998,-14.1,-20.2,-12.6,-14.1,53.9,23.1,8,0
-115.3,-145.3,-50.69999999999999,2.0,-23.599999999999998,-17.599999999999998,1.5999999999999999,0.0,-18.1,-6.8,-10.1,2.2,78.6,53.9,8,1
-145.3,-115.3,2.0,-50.69999999999999,-17.599999999999998,-23.599999999999998,0.0,1.5999999999999999,-6.8,-18.1,2.2,-10.1,53.9,78.6,8,0
-147.0,-50.0,63.39999999999998,45.69999999999999,-17.400000000000002,-6.0,1.0,1.7000000000000002,-11.7,-7.3,-7.1,-5.8,61.5,78.6,8,1
-50.0,-147.0,45.69999999999999,63.39999999999998,-6.0,-17.400000000000002,1.7000000000000002,1.0,-7.3,-11.7,-5.8,-7.1,78.6,61.5,8,0
-38.39999999999998,40.0,30.30000000000001,60.39999999999998,7.700000000000003,9.399999999999999,0.30000000000000004,0.40000000000000036,20.7,10.6,9.1,6.1,87.5,53.9,8,1
40.0,-38.39999999999998,60.39999999999998,30.30000000000001,9.399999999999999,7.700000000000003,0.40000000000000036,0.30000000000000004,10.6,20.7,6.1,9.1,53.9,87.5,8,0
123.69999999999999,60.0,69.39999999999998,92.39999999999998,24.599999999999998,25.3,-1.3,0.30000000000000004,24.4,14.4,-1.4,4.7,46.2,81.3,8,1
60.0,123.69999999999999,92.39999999999998,69.39999999999998,25.3,24.599999999999998,0.30000000000000004,-1.3,14.4,24.4,4.7,-1.4,81.3,46.2,8,0
89.7,133.0,99.0,63.60000000000002,27.0,17.3,0.30000000000000004,0.0,26.3,14.6,2.5,5.6,81.3,61.5,8,1
133.0,89.7,63.60000000000002,99.0,17.3,27.0,0.0,0.30000000000000004,14.6,26.3,5.6,2.5,61.5,81.3,8,0
-125.00000000000001,-71.0,-88.69999999999999,-66.0,-11.7,-14.000000000000004,-0.30000000000000004,0.0,-2.2,8.4,-1.6,1.1,8.3,33.3,8,1
-71.0,-125.00000000000001,-66.0,-88.69999999999999,-14.000000000000004,-11.7,0.0,-0.30000000000000004,8.4,-2.2,1.1,-1.6,33.3,8.3,8,0
87.69999999999999,192.39999999999998,-159.0,-122.69999999999999,5.699999999999999,17.999999999999996,-1.5999999999999999,-2.0,-2.2,-3.1,-8.7,-7.9,25.0,25.0,8,1
192.39999999999998,87.69999999999999,-122.69999999999999,-159.0,17.999999999999996,5.699999999999999,-2.0,-1.5999999999999999,-3.1,-2.2,-7.9,-8.7,25.0,25.0,8,0
79.69999999999999,91.69999999999999,-2.0,14.699999999999989,10.0,10.999999999999996,0.30000000000000004,-1.0,9.2,27.0,8.0,6.1,69.2,78.6,8,1
91.69999999999999,79.69999999999999,14.699999999999989,-2.0,10.999999999999996,10.0,-1.0,0.30000000000000004,27.0,9.2,6.1,8.0,78.6,69.2,8,0
-46.69999999999999,-66.3,-43.30000000000001,131.0,-6.9999999999999964,-4.699999999999999,-0.7000000000000002,-0.3999999999999999,-7.6,-1.4,-7.9,5.9,53.9,84.6,8,1
-66.3,-46.69999999999999,131.0,-43.30000000000001,-4.699999999999999,-6.9999999999999964,-0.3999999999999999,-0.7000000000000002,-1.4,-7.6,5.9,-7.9,84.6,53.9,8,0
-76.30000000000001,59.60000000000001,219.3,-76.39999999999998,4.300000000000001,-5.700000000000003,-0.30000000000000004,0.39999999999999997,-5.8,-4.8,-5.9,-5.2,8.3,46.2,8,1
59.60000000000001,-76.30000000000001,-76.39999999999998,219.3,-5.700000000000003,4.300000000000001,0.39999999999999997,-0.30000000000000004,-4.8,-5.8,-5.2,-5.9,46.2,8.3,8,0
-60.69999999999999,85.0,30.0,66.0,3.6000000000000014,24.0,0.0,0.0,-0.7,9.0,-8.6,-7.5,25.0,84.6,8,1
85.0,-60.69999999999999,66.0,30.0,24.0,3.6000000000000014,0.0,0.0,9.0,-0.7,-7.5,-8.6,84.6,25.0,8,0
-39.69999999999999,29.0,-38.69999999999999,-95.39999999999998,-18.999999999999996,-10.299999999999997,0.0,1.2999999999999998,-2.1,7.9,-2.2,3.8,76.9,16.7,8,1
29.0,-39.69999999999999,-95.39999999999998,-38.69999999999999,-10.299999999999997,-18.999999999999996,1.2999999999999998,0.0,7.9,-2.1,3.8,-2.2,16.7,76.9,8,0
16.0,-129.7,-109.69999999999999,-7.300000000000011,-18.599999999999998,-14.0,-0.3999999999999999,0.7,7.1,-24.3,1.6,-13.9,64.3,69.2,8,1
-129.7,16.0,-7.300000000000011,-109.69999999999999,-14.0,-18.599999999999998,0.7,-0.3999999999999999,-24.3,7.1,-13.9,1.6,69.2,64.3,8,0
69.69999999999999,149.7,-50.60000000000002,-21.30000000000001,1.0,14.700000000000003,-0.39999999999999997,-1.7,13.2,-1.5,2.2,-0.8,41.7,41.7,8,1
149.7,69.69999999999999,-21.30000000000001,-50.60000000000002,14.700000000000003,1.0,-1.7,-0.39999999999999997,-1.5,13.2,-0.8,2.2,41.7,41.7,8,0
-3.6999999999999886,5.300000000000011,-66.69999999999999,69.39999999999998,8.399999999999999,9.0,0.30000000000000004,-0.7,14.3,2.4,2.1,-3.3,46.2,33.3,8,1
5.300000000000011,-3.6999999999999886,69.39999999999998,-66.69999999999999,9.0,8.399999999999999,-0.7,0.30000000000000004,2.4,14.3,-3.3,2.1,33.3,46.2,8,0
-93.3,117.00000000000001,-5.0,-86.69999999999999,-6.0,10.3,-1.0000000000000002,0.0,-11.4,-0.7,-12.5,-6.0,57.1,85.7,8,1
117.00000000000001,-93.3,-86.69999999999999,-5.0,10.3,-6.0,0.0,-1.0000000000000002,-0.7,-11.4,-6.0,-12.5,85.7,57.1,8,0
-88.0,-119.60000000000001,83.30000000000001,-164.60000000000002,-14.400000000000002,-15.400000000000002,0.7,-0.2999999999999998,-1.0,-9.3,-4.2,-3.5,46.2,64.3,8,1
-119.60000000000001,-88.0,-164.60000000000002,83.30000000000001,-15.400000000000002,-14.400000000000002,-0.2999999999999998,0.7,-9.3,-1.0,-3.5,-4.2,64.3,46.2,8,0
101.69999999999999,43.0,-68.30000000000001,88.39999999999998,10.700000000000003,17.3,-1.0,-1.4000000000000001,26.3,16.0,3.5,7.9,41.7,41.7,8,1
43.0,101.69999999999999,88.39999999999998,-68.30000000000001,17.3,10.700000000000003,-1.4000000000000001,-1.0,16.0,26.3,7.9,3.5,41.7,41.7,8,0
-59.60000000000002,38.7,18.30000000000001,-181.7,1.0,-20.7,1.3,-1.3,-7.9,-20.5,-11.2,-11.8,33.3,53.9,9,1
38.7,-59.60000000000002,-181.7,18.30000000000001,-20.7,1.0,-1.3,1.3,-20.5,-7.9,-11.8,-11.2,53.9,33.3,9,0
-23.30000000000001,-84.30000000000001,-212.3,159.0,-20.3,7.300000000000001,0.30000000000000004,0.5999999999999999,3.0,-6.0,-4.9,-4.9,71.4,61.5,9,1
-84.30000000000001,-23.30000000000001,159.0,-212.3,7.300000000000001,-20.3,0.5999999999999999,0.30000000000000004,-6.0,3.0,-4.9,-4.9,61.5,71.4,9,0
103.39999999999999,-3.0,56.39999999999998,-180.3,17.599999999999998,-23.700000000000003,0.39999999999999997,-1.7,-1.7,6.3,4.0,10.1,41.7,25.0,9,1
-3.0,103.39999999999999,-180.3,56.39999999999998,-23.700000000000003,17.599999999999998,-1.7,0.39999999999999997,6.3,-1.7,10.1,4.0,25.0,41.7,9,0
-122.39999999999999,-79.7,18.399999999999977,57.30000000000001,-4.0000000000000036,-11.400000000000002,0.30000000000000004,-0.30000000000000004,-3.0,-13.8,-3.0,-7.7,46.2,78.6,9,1
-79.7,-122.39999999999999,57.30000000000001,18.399999999999977,-11.400000000000002,-4.0000000000000036,-0.30000000000000004,0.30000000000000004,-13.8,-3.0,-7.7,-3.0,78.6,46.2,9,0
69.39999999999999,43.0,-69.0,56.39999999999998,-4.399999999999999,7.0,-1.9999999999999998,0.7,-7.7,-0.1,-8.6,-3.1,76.9,25.0,9,1
43.0,69.39999999999999,56.39999999999998,-69.0,7.0,-4.399999999999999,0.7,-1.9999999999999998,-0.1,-7.7,-3.1,-8.6,25.0,76.9,9,0
69.39999999999999,43.0,-69.0,56.39999999999998,-4.399999999999999,7.0,-1.9999999999999998,0.7,-7.7,-0.1,-8.6,-3.1,76.9,25.0,9,1
43.0,69.39999999999999,56.39999999999998,-69.0,7.0,-4.399999999999999,0.7,-1.9999999999999998,-0.1,-7.7,-3.1,-8.6,25.0,76.9,9,0
181.0,23.000000000000014,88.30000000000001,31.700000000000003,30.000000000000004,4.3999999999999995,0.0,-0.7000000000000002,36.9,4.1,7.3,6.2,87.5,33.3,9,1
