rush_adv_team1,rush_adv_team2,pass_adv_team1,pass_adv_team2,score_adv_team1,score_adv_team2,turnover_adv_team1,turnover_adv_team2,pred_rank_team1,pred_rank_team2,sos_team1,sos_team2,WinPct_team1,WinPct_team2,week,label
-48.30000000000001,68.0,23.0,-87.30000000000001,-5.0,-13.299999999999997,1.0,1.7000000000000002,4.2,10.3,0.1,4.0,61.5,46.2,15,0
123.69999999999999,37.0,39.30000000000001,107.30000000000001,18.599999999999994,32.7,-0.30000000000000004,-0.9999999999999998,10.2,1.0,-2.8,-7.0,57.1,38.5,15,1
37.0,123.69999999999999,107.30000000000001,39.30000000000001,32.7,18.599999999999994,-0.9999999999999998,-0.30000000000000004,1.0,10.2,-7.0,-2.8,38.5,57.1,15,0
50.0,170.3,-175.3,-91.7,-19.0,20.999999999999996,0.7,-0.3999999999999999,-3.8,6.2,-8.5,0.6,85.7,76.9,16,1
170.3,50.0,-91.7,-175.3,20.999999999999996,-19.0,-0.3999999999999999,0.7,6.2,-3.8,0.6,-8.5,76.9,85.7,16,0
128.0,-6.699999999999989,-29.399999999999977,127.69999999999999,1.5999999999999943,16.999999999999996,0.30000000000000004,0.3999999999999999,2.4,4.1,-6.0,-5.6,45.5,61.5,17,1
-6.699999999999989,128.0,127.69999999999999,-29.399999999999977,16.999999999999996,1.5999999999999943,0.3999999999999999,0.30000000000000004,4.1,2.4,-5.6,-6.0,61.5,45.5,17,0
-97.39999999999998,28.299999999999997,84.69999999999999,50.60000000000002,1.3000000000000007,11.3,-1.4,-0.5999999999999999,-6.0,1.0,-10.0,-1.8,61.5,33.3,17,1
28.299999999999997,-97.39999999999998,50.60000000000002,84.69999999999999,11.3,1.3000000000000007,-0.5999999999999999,-1.4,1.0,-6.0,-1.8,-10.0,33.3,61.5,17,0
88.99999999999999,-108.0,-127.30000000000001,86.60000000000002,5.0,-3.5999999999999943,0.7,0.0,3.8,10.9,-7.9,2.1,25.0,33.3,17,1
-108.0,88.99999999999999,86.60000000000002,-127.30000000000001,-3.5999999999999943,5.0,0.0,0.7,10.9,3.8,2.1,-7.9,33.3,25.0,17,0
8.300000000000011,92.39999999999999,55.0,-77.30000000000001,13.299999999999997,-9.700000000000003,0.5999999999999996,0.0,-7.7,-12.4,-9.9,-11.6,8.3,71.4,17,1
92.39999999999999,8.300000000000011,-77.30000000000001,55.0,-9.700000000000003,13.299999999999997,0.0,0.5999999999999996,-12.4,-7.7,-11.6,-9.9,71.4,8.3,17,0
103.69999999999999,-139.0,6.399999999999977,7.300000000000011,10.599999999999998,-11.3,0.0,0.6000000000000001,4.3,-7.4,-1.4,-7.3,25.0,33.3,17,1
-139.0,103.69999999999999,7.300000000000011,6.399999999999977,-11.3,10.599999999999998,0.6000000000000001,0.0,-7.4,4.3,-7.3,-1.4,33.3,25.0,17,0
8.300000000000011,129.3,29.69999999999999,45.69999999999999,21.0,22.299999999999997,-0.7,-1.0,10.3,7.7,-2.7,-0.3,57.1,84.6,18,1
129.3,8.300000000000011,45.69999999999999,29.69999999999999,22.299999999999997,21.0,-1.0,-0.7,7.7,10.3,-0.3,-2.7,84.6,57.1,18,0
-95.0,89.3,0.6999999999999886,62.60000000000002,-5.700000000000003,23.7,-0.3999999999999999,-0.5999999999999999,7.7,-4.1,0.4,-4.3,84.6,25.0,18,1
89.3,-95.0,62.60000000000002,0.6999999999999886,23.7,-5.700000000000003,-0.5999999999999999,-0.3999999999999999,-4.1,7.7,-4.3,0.4,25.0,84.6,18,0
-136.0,108.69999999999999,158.7,-203.7,15.000000000000004,-10.0,-0.7,0.5999999999999999,1.1,5.0,-5.1,-0.1,38.5,76.9,18,1
108.69999999999999,-136.0,-203.7,158.7,-10.0,15.000000000000004,0.5999999999999999,-0.7,5.0,1.1,-0.1,-5.1,76.9,38.5,18,0
29.69999999999999,55.0,-11.699999999999989,141.0,14.0,3.700000000000003,-1.2999999999999998,0.0,-6.2,-11.1,-11.1,-9.2,41.7,41.7,18,1
55.0,29.69999999999999,141.0,-11.699999999999989,3.700000000000003,14.0,0.0,-1.2999999999999998,-11.1,-6.2,-9.2,-11.1,41.7,41.7,18,0
36.0,-72.30000000000001,-9.0,29.69999999999999,2.6000000000000014,-6.0,0.7,1.7000000000000002,-0.3,-7.7,-8.1,-10.6,33.3,78.6,18,1
-72.30000000000001,36.0,29.69999999999999,-9.0,-6.0,2.6000000000000014,1.7000000000000002,0.7,-7.7,-0.3,-10.6,-8.1,78.6,33.3,18,0
-73.0,67.39999999999998,-37.30000000000001,-25.0,-17.7,9.0,0.0,1.7,-16.9,-5.1,-10.5,-9.1,41.7,25.0,18,1
67.39999999999998,-73.0,-25.0,-37.30000000000001,9.0,-17.7,1.7,0.0,-5.1,-16.9,-9.1,-10.5,25.0,41.7,18,0
-79.39999999999999,16.0,-148.0,-25.0,-16.299999999999997,-6.0,0.0,-1.5999999999999999,-5.4,-2.5,-2.8,-0.7,53.9,33.3,18,1
16.0,-79.39999999999999,-25.0,-148.0,-6.0,-16.299999999999997,-1.5999999999999999,0.0,-2.5,-5.4,-0.7,-2.8,33.3,53.9,18,0
158.7,-100.39999999999998,-38.60000000000002,-106.0,12.999999999999996,-12.0,-1.3,-1.0,2.6,-12.3,3.0,-11.1,16.7,64.3,18,1
-100.39999999999998,158.7,-106.0,-38.60000000000002,-12.0,12.999999999999996,-1.0,-1.3,-12.3,2.6,-11.1,3.0,64.3,16.7,18,0
36.30000000000001,89.60000000000001,-34.60000000000002,61.69999999999999,-0.3999999999999986,10.599999999999998,0.3999999999999999,0.30000000000000004,4.3,3.2,3.0,3.1,46.2,53.9,18,1
89.60000000000001,36.30000000000001,61.69999999999999,-34.60000000000002,10.599999999999998,-0.3999999999999986,0.30000000000000004,0.3999999999999999,3.2,4.3,3.1,3.0,53.9,46.2,18,0
-35.60000000000002,-96.30000000000001,-183.3,27.399999999999977,-27.0,-10.7,0.5999999999999999,0.0,-2.9,-17.0,-6.9,-11.2,85.7,46.2,19,1
-96.30000000000001,-35.60000000000002,27.399999999999977,-183.3,-10.7,-27.0,0.0,0.5999999999999999,-17.0,-2.9,-11.2,-6.9,46.2,85.7,19,0
-58.0,-9.0,198.7,-30.600000000000023,3.0,-2.0,3.0,0.0,4.5,8.1,1.1,-2.5,61.5,85.7,19,1
-9.0,-58.0,-30.600000000000023,198.7,-2.0,3.0,0.0,3.0,8.1,4.5,-2.5,1.1,85.7,61.5,19,0
-60.60000000000001,8.699999999999989,-192.39999999999998,116.30000000000001,-13.700000000000003,9.999999999999996,1.2999999999999998,1.2999999999999998,4.8,13.4,0.5,5.3,61.5,61.5,19,1
8.699999999999989,-60.60000000000001,116.30000000000001,-192.39999999999998,9.999999999999996,-13.700000000000003,1.2999999999999998,1.2999999999999998,13.4,4.8,5.3,0.5,61.5,61.5,19,0
-11.299999999999997,-17.30000000000001,19.69999999999999,91.0,6.3,2.0,-0.30000000000000004,-1.7,-1.8,8.7,-0.8,-1.0,33.3,25.0,19,1
-17.30000000000001,-11.299999999999997,91.0,19.69999999999999,2.0,6.3,-1.7,-0.30000000000000004,8.7,-1.8,-1.0,-0.8,25.0,33.3,19,0
139.0,48.999999999999986,-143.7,15.600000000000023,4.299999999999997,14.7,0.30000000000000004,-1.7000000000000002,9.5,11.7,4.7,5.5,69.2,61.5,19,1
48.999999999999986,139.0,15.600000000000023,-143.7,14.7,4.299999999999997,-1.7000000000000002,0.30000000000000004,11.7,9.5,5.5,4.7,61.5,69.2,19,0
-88.69999999999999,112.69999999999999,-12.0,-30.0,-8.0,13.400000000000002,-2.0,-0.7,-11.4,9.9,-10.0,3.8,64.3,46.2,19,1
112.69999999999999,-88.69999999999999,-30.0,-12.0,13.400000000000002,-8.0,-0.7,-2.0,9.9,-11.4,3.8,-10.0,46.2,64.3,19,0
97.0,151.7,-171.3,-14.0,-6.0,36.0,-0.30000000000000004,-1.9999999999999998,5.8,8.9,3.5,5.4,33.3,53.9,19,1
151.7,97.0,-14.0,-171.3,36.0,-6.0,-1.9999999999999998,-0.30000000000000004,8.9,5.8,5.4,3.5,53.9,33.3,19,0
84.60000000000001,-24.60000000000001,25.0,-99.0,3.3000000000000007,-5.399999999999999,0.5999999999999999,1.3,7.7,0.3,3.7,-0.4,41.7,84.6,19,1
-24.60000000000001,84.60000000000001,-99.0,25.0,-5.399999999999999,3.3000000000000007,1.3,0.5999999999999999,0.3,7.7,-0.4,3.7,84.6,41.7,19,0
60.0,-60.0,61.69999999999999,-55.30000000000001,3.0,-4.300000000000001,-1.3,0.7,10.5,13.6,3.6,8.0,25.0,69.2,19,1
-60.0,60.0,-55.30000000000001,61.69999999999999,-4.300000000000001,3.0,0.7,-1.3,13.6,10.5,8.0,3.6,69.2,25.0,19,0
153.60000000000002,-56.000000000000014,-88.39999999999998,-172.7,11.700000000000003,-18.299999999999997,-1.2999999999999998,-1.2999999999999998,7.2,-4.4,-1.1,-1.0,53.9,69.2,19,1
-56.000000000000014,153.60000000000002,-172.7,-88.39999999999998,-18.299999999999997,11.700000000000003,-1.2999999999999998,-1.2999999999999998,-4.4,7.2,-1.0,-1.1,69.2,53.9,19,0
-61.0,35.0,29.30000000000001,62.0,4.299999999999997,3.0,1.0,0.3999999999999999,13.0,3.3,5.5,4.6,46.2,53.9,19,1
35.0,-61.0,62.0,29.30000000000001,3.0,4.299999999999997,0.3999999999999999,1.0,3.3,13.0,4.6,5.5,53.9,46.2,19,0
182.3,87.30000000000001,-164.39999999999998,-52.60000000000002,3.0,-1.0,-0.5999999999999999,0.0,-1.0,-13.2,-6.9,-12.0,41.7,53.9,19,1
87.30000000000001,182.3,-52.60000000000002,-164.39999999999998,-1.0,3.0,0.0,-0.5999999999999999,-13.2,-1.0,-12.0,-6.9,53.9,41.7,19,0
109.60000000000002,74.3,104.30000000000001,-4.699999999999989,22.299999999999997,8.7,1.5999999999999999,0.3999999999999999,16.0,28.3,8.4,11.4,16.7,61.5,19,1
74.3,109.60000000000002,-4.699999999999989,104.30000000000001,8.7,22.299999999999997,0.3999999999999999,1.5999999999999999,28.3,16.0,11.4,8.4,61.5,16.7,19,0
-75.30000000000001,-11.0,-24.0,41.30000000000001,1.6999999999999993,-4.399999999999999,0.7,-0.9999999999999998,3.1,5.9,2.2,2.8,78.6,69.2,19,1
-11.0,-75.30000000000001,41.30000000000001,-24.0,-4.399999999999999,1.6999999999999993,-0.9999999999999998,0.7,5.9,3.1,2.8,2.2,69.2,78.6,19,0
64.0,13.0,-13.300000000000011,46.30000000000001,20.7,7.0,-1.0,-0.30000000000000004,12.0,8.3,6.7,3.2,25.0,46.2,19,1
13.0,64.0,46.30000000000001,-13.300000000000011,7.0,20.7,-0.30000000000000004,-1.0,8.3,12.0,3.2,6.7,46.2,25.0,19,0
192.7,-209.0,88.69999999999999,-121.30000000000001,27.400000000000002,-18.599999999999998,1.4,-2.3,9.7,6.0,4.4,2.4,76.9,53.9,19,1
-209.0,192.7,-121.30000000000001,88.69999999999999,-18.599999999999998,27.400000000000002,-2.3,1.4,6.0,9.7,2.4,4.4,53.9,76.9,19,0
164.3,158.0,84.39999999999998,80.30000000000001,30.0,33.0,-1.7,-0.7,31.3,24.3,10.5,5.9,69.2,46.2,19,1
158.0,164.3,80.30000000000001,84.39999999999998,33.0,30.0,-0.7,-1.7,24.3,31.3,5.9,10.5,46.2,69.2,19,0
114.99999999999999,133.0,127.60000000000002,7.0,28.999999999999996,17.999999999999996,-1.2999999999999998,-0.30000000000000004,23.8,30.4,9.0,13.0,71.4,87.5,19,1
133.0,114.99999999999999,7.0,127.60000000000002,17.999999999999996,28.999999999999996,-0.30000000000000004,-1.2999999999999998,30.4,23.8,13.0,9.0,87.5,71.4,19,0
-45.60000000000002,95.0,-143.0,-3.0,-8.3,12.400000000000002,-2.3,-1.0,4.9,-0.6,3.4,0.2,53.9,33.3,19,1
95.0,-45.60000000000002,-3.0,-143.0,12.400000000000002,-8.3,-1.0,-2.3,-0.6,4.9,0.2,3.4,33.3,53.9,19,0
-21.700000000000003,-4.0,62.39999999999999,-63.3,7.3,-4.399999999999999,0.3999999999999999,-0.7,9.3,8.9,6.1,2.8,61.5,61.5,20,1
-4.0,-21.700000000000003,-63.3,62.39999999999999,-4.399999999999999,7.3,-0.7,0.3999999999999999,8.9,9.3,2.8,6.1,61.5,61.5,20,0
150.60000000000002,-117.60000000000002,10.0,-133.7,26.599999999999998,-10.0,-0.30000000000000004,-1.2999999999999998,18.7,17.1,7.5,9.0,46.2,41.7,20,1
-117.60000000000002,150.60000000000002,-133.7,10.0,-10.0,26.599999999999998,-1.2999999999999998,-0.30000000000000004,17.1,18.7,9.0,7.5,41.7,46.2,20,0
63.60000000000002,80.39999999999999,101.0,85.39999999999998,21.400000000000002,22.700000000000003,1.4,-0.30000000000000004,16.1,15.1,8.8,7.3,53.9,81.3,20,1
80.39999999999999,63.60000000000002,85.39999999999998,101.0,22.700000000000003,21.400000000000002,-0.30000000000000004,1.4,15.1,16.1,7.3,8.8,81.3,53.9,20,0
93.30000000000001,98.00000000000001,-22.0,55.60000000000002,17.7,15.700000000000003,-1.5999999999999999,-2.0,16.4,11.4,9.3,-5.9,41.7,46.2,20,1
98.00000000000001,93.30000000000001,55.60000000000002,-22.0,15.700000000000003,17.7,-2.0,-1.5999999999999999,11.4,16.4,-5.9,9.3,46.2,41.7,20,0
175.60000000000002,135.0,132.60000000000002,-8.399999999999977,31.3,22.0,-0.9999999999999998,-1.3,26.0,32.1,11.6,12.8,71.4,69.2,21,1
135.0,175.60000000000002,-8.399999999999977,132.60000000000002,22.0,31.3,-1.3,-0.9999999999999998,32.1,26.0,12.8,11.6,69.2,71.4,21,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,-18.2,-9.1,13.0,25.0,33.3,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.2,22.1,13.0,-9.1,33.3,25.0,1,0
230.0,-74.0,-121.0,16.0,12.0,3.0,1.0,-2.0,17.1,-13.8,-8.0,8.2,25.0,53.9,3,1
-74.0,230.0,16.0,-121.0,3.0,12.0,-2.0,1.0,-13.8,17.1,8.2,-8.0,53.9,25.0,3,0
296.0,232.0,304.0,183.0,49.0,38.0,0.0,3.0,21.6,18.9,-9.6,-10.7,71.4,41.7,3,1
232.0,296.0,183.0,304.0,38.0,49.0,3.0,0.0,18.9,21.6,-10.7,-9.6,41.7,71.4,3,0
42.0,-35.0,-17.0,64.0,-6.0,7.0,2.0,-1.0,-10.4,-8.3,-24.3,12.0,41.7,53.9,3,1
-35.0,42.0,64.0,-17.0,7.0,-6.0,-1.0,2.0,-8.3,-10.4,12.0,-24.3,53.9,41.7,3,0
136.0,286.0,-98.0,36.0,15.0,39.0,1.0,1.0,13.1,13.9,-3.5,-8.1,78.6,87.5,3,1
286.0,136.0,36.0,-98.0,39.0,15.0,1.0,1.0,13.9,13.1,-8.1,-3.5,87.5,78.6,3,0
40.0,168.0,15.0,-72.0,0.0,2.0,1.0,-1.0,13.6,0.5,-0.3,-3.8,69.2,46.2,3,1
168.0,40.0,-72.0,15.0,2.0,0.0,-1.0,1.0,0.5,13.6,-3.8,-0.3,46.2,69.2,3,0
-17.0,196.0,-39.0,-51.0,-14.0,21.0,1.0,0.0,4.5,2.3,-14.5,20.5,41.7,46.2,3,1
196.0,-17.0,-51.0,-39.0,21.0,-14.0,0.0,1.0,2.3,4.5,20.5,-14.5,46.2,41.7,3,0
-22.0,101.0,-95.0,93.0,-41.0,20.0,-1.0,4.0,0.7,-9.2,-17.4,-9.2,61.5,41.7,3,1
101.0,-22.0,93.0,-95.0,20.0,-41.0,4.0,-1.0,-9.2,0.7,-9.2,-17.4,41.7,61.5,3,0
-42.0,28.0,117.0,-7.0,2.0,-4.0,0.0,1.0,5.2,-7.2,2.9,-13.4,46.2,76.9,3,1
28.0,-42.0,-7.0,117.0,-4.0,2.0,1.0,0.0,-7.2,5.2,-13.4,2.9,76.9,46.2,3,0
163.0,219.0,76.0,210.0,35.0,42.0,-3.0,-1.0,21.5,26.5,-9.7,3.7,46.2,87.5,3,1
219.0,163.0,210.0,76.0,42.0,35.0,-1.0,-3.0,26.5,21.5,3.7,-9.7,87.5,46.2,3,0
86.0,24.0,194.0,275.0,42.0,31.0,0.0,-1.0,17.0,22.1,-1.2,-9.1,53.9,25.0,3,1
24.0,86.0,275.0,194.0,31.0,42.0,-1.0,0.0,22.1,17.0,-9.1,-1.2,25.0,53.9,3,0
-217.0,-154.0,142.0,59.0,-1.0,-29.0,2.0,2.0,4.4,-13.6,0.5,-14.7,81.3,53.9,3,1
-154.0,-217.0,59.0,142.0,-29.0,-1.0,2.0,2.0,-13.6,4.4,-14.7,0.5,53.9,81.3,3,0
-52.0,-270.0,193.0,302.0,10.0,-6.0,1.0,1.0,7.5,-11.0,5.7,-19.6,41.7,41.7,3,1
-270.0,-52.0,302.0,193.0,-6.0,10.0,1.0,1.0,-11.0,7.5,-19.6,5.7,41.7,41.7,3,0
-182.0,-45.0,134.0,67.0,17.0,9.0,0.0,-2.0,21.3,-13.2,-9.9,3.3,41.7,25.0,3,1
-45.0,-182.0,67.0,134.0,9.0,17.0,-2.0,0.0,-13.2,21.3,3.3,-9.9,25.0,41.7,3,0
58.5,127.0,-177.5,-32.0,4.0,-2.0,1.0,1.0,5.7,-10.3,2.7,-23.0,85.7,41.7,4,1
127.0,58.5,-32.0,-177.5,-2.0,4.0,1.0,1.0,-10.3,5.7,-23.0,2.7,41.7,85.7,4,0
226.5,23.0,12.0,-152.0,28.0,0.0,-2.0,-2.0,3.4,-4.4,-19.2,-7.1,53.9,76.9,4,1
23.0,226.5,-152.0,12.0,0.0,28.0,-2.0,-2.0,-4.4,3.4,-7.1,-19.2,76.9,53.9,4,0
-125.0,-331.0,31.69999999999999,120.30000000000001,-15.0,-25.7,0.7,0.30000000000000004,-9.4,-17.6,-8.5,-13.4,25.0,16.7,4,1
-331.0,-125.0,120.30000000000001,31.69999999999999,-25.7,-15.0,0.30000000000000004,0.7,-17.6,-9.4,-13.4,-8.5,16.7,25.0,4,0
90.5,84.0,-109.0,108.5,10.5,22.0,-3.5,0.5,27.6,1.1,12.0,-7.1,69.2,61.5,4,1
84.0,90.5,108.5,-109.0,22.0,10.5,0.5,-3.5,1.1,27.6,-7.1,12.0,61.5,69.2,4,0
257.0,153.0,-194.0,-137.0,3.0,-13.0,0.0,0.0,-14.1,-12.5,-16.2,-20.6,25.0,46.2,4,1
153.0,257.0,-137.0,-194.0,-13.0,3.0,0.0,0.0,-12.5,-14.1,-20.6,-16.2,46.2,25.0,4,0
45.0,-65.0,-191.0,-20.0,-27.0,-28.0,0.0,0.0,2.5,-22.9,0.6,-19.4,45.5,61.5,4,1
-65.0,45.0,-20.0,-191.0,-28.0,-27.0,0.0,0.0,-22.9,2.5,-19.4,0.6,61.5,45.5,4,0
-64.0,-117.0,159.0,208.0,8.0,17.0,2.0,-2.0,-3.9,1.5,-8.5,-23.0,46.2,76.9,4,1
-117.0,-64.0,208.0,159.0,17.0,8.0,-2.0,2.0,1.5,-3.9,-23.0,-8.5,76.9,46.2,4,0
197.0,150.5,-90.0,345.5,3.5,36.5,-0.5,1.5,21.5,13.9,7.4,1.4,71.4,69.2,4,1
150.5,197.0,345.5,-90.0,36.5,3.5,1.5,-0.5,13.9,21.5,1.4,7.4,69.2,71.4,4,0
13.0,115.0,150.0,-32.0,24.0,-7.0,1.0,-2.0,11.0,-5.9,-6.7,-15.0,69.2,61.5,4,1
115.0,13.0,-32.0,150.0,-7.0,24.0,-2.0,1.0,-5.9,11.0,-15.0,-6.7,61.5,69.2,4,0
-524.0,-67.0,61.0,3.0,-24.0,9.0,1.0,-2.0,7.7,7.2,16.1,-2.4,61.5,76.9,4,1
-67.0,-524.0,3.0,61.0,9.0,-24.0,-2.0,1.0,7.2,7.7,-2.4,16.1,76.9,61.5,4,0
1.5,74.0,-61.0,-106.0,-19.0,3.0,1.5,-0.5,9.1,-16.2,9.7,-11.3,33.3,33.3,4,1
74.0,1.5,-106.0,-61.0,3.0,-19.0,-0.5,1.5,-16.2,9.1,-11.3,9.7,33.3,33.3,4,0
52.0,-26.0,-165.0,163.5,-20.0,10.0,1.0,1.5,7.1,-12.5,-4.1,-14.4,61.5,46.2,4,1
-26.0,52.0,163.5,-165.0,10.0,-20.0,1.5,1.0,-12.5,7.1,-14.4,-4.1,46.2,61.5,4,0
-116.0,-91.0,25.0,-247.0,-11.0,-44.0,0.0,1.0,-3.4,-9.5,-8.0,-9.4,78.6,33.3,4,1
-91.0,-116.0,-247.0,25.0,-44.0,-11.0,1.0,0.0,-9.5,-3.4,-9.4,-8.0,33.3,78.6,4,0
-55.5,46.5,-154.0,-108.0,3.5,16.0,-1.5,-2.5,1.3,7.2,-8.3,5.0,33.3,69.2,4,1
46.5,-55.5,-108.0,-154.0,16.0,3.5,-2.5,-1.5,7.2,1.3,5.0,-8.3,69.2,33.3,4,0
-41.0,-321.0,56.0,106.0,1.0,-50.0,2.0,1.0,-10.5,-2.8,-11.1,-10.7,38.5,57.1,4,1
-321.0,-41.0,106.0,56.0,-50.0,1.0,1.0,2.0,-2.8,-10.5,-10.7,-11.1,57.1,38.5,4,0
-286.0,-18.5,-33.0,-318.5,-30.5,-28.5,1.0,-1.0,-7.1,-17.3,-3.4,-13.1,76.9,0.0,4,1
-18.5,-286.0,-318.5,-33.0,-28.5,-30.5,-1.0,1.0,-17.3,-7.1,-13.1,-3.4,0.0,76.9,4,0
-12.5,-48.5,-64.5,153.0,3.5,21.5,1.5,-2.5,2.7,8.3,-13.6,-5.2,84.6,41.7,4,1
-48.5,-12.5,153.0,-64.5,21.5,3.5,-2.5,1.5,8.3,2.7,-5.2,-13.6,41.7,84.6,4,0
110.0,18.5,-40.5,39.5,7.0,7.5,0.0,0.0,6.7,-5.2,-11.4,3.5,61.5,25.0,4,1
18.5,110.0,39.5,-40.5,7.5,7.0,0.0,0.0,-5.2,6.7,3.5,-11.4,25.0,61.5,4,0
39.0,-12.0,49.5,-209.0,25.5,-24.0,1.5,-1.0,-0.7,-10.3,1.0,-20.0,46.2,41.7,4,1
-12.0,39.0,-209.0,49.5,-24.0,25.5,-1.0,1.5,-10.3,-0.7,-20.0,1.0,41.7,46.2,4,0
22.5,19.0,-187.0,54.0,-19.0,16.0,-1.0,1.0,-6.1,1.3,-15.9,1.6,61.5,53.9,4,1
19.0,22.5,54.0,-187.0,16.0,-19.0,1.0,-1.0,1.3,-6.1,1.6,-15.9,53.9,61.5,4,0
-126.0,-120.5,10.5,-107.0,-11.0,-20.5,-0.5,-1.0,2.0,-15.9,1.1,-13.0,33.3,53.9,4,1
-120.5,-126.0,-107.0,10.5,-20.5,-11.0,-1.0,-0.5,-15.9,2.0,-13.0,1.1,53.9,33.3,4,0
77.5,10.0,20.0,-16.0,7.0,-1.5,1.0,1.0,11.9,-4.7,3.0,0.6,87.5,53.9,4,1
10.0,77.5,-16.0,20.0,-1.5,7.0,1.0,1.0,-4.7,11.9,0.6,3.0,53.9,87.5,4,0
50.0,-116.0,-231.0,28.0,-24.0,-17.0,1.0,2.0,-5.4,-16.7,-9.5,-21.8,78.6,41.7,4,1
-116.0,50.0,28.0,-231.0,-17.0,-24.0,2.0,1.0,-16.7,-5.4,-21.8,-9.5,41.7,78.6,4,0
110.5,261.5,50.5,-386.0,15.5,-5.0,-1.5,-2.5,22.4,1.1,14.5,-17.9,87.5,85.7,4,1
261.5,110.5,-386.0,50.5,-5.0,15.5,-2.5,-1.5,1.1,22.4,-17.9,14.5,85.7,87.5,4,0
-55.0,85.0,309.0,-67.5,20.5,9.5,-1.0,-1.0,24.2,-3.3,16.6,-6.1,46.2,64.3,4,1
85.0,-55.0,-67.5,309.0,9.5,20.5,-1.0,-1.0,-3.3,24.2,-6.1,16.6,64.3,46.2,4,0
99.5,12.5,161.0,26.0,18.5,-1.5,0.0,1.0,19.1,0.3,-8.3,0.1,25.0,53.9,4,1
12.5,99.5,26.0,161.0,-1.5,18.5,1.0,0.0,0.3,19.1,0.1,-8.3,53.9,25.0,4,0
63.0,-50.0,240.0,-78.0,18.0,-32.0,-2.0,-2.0,9.0,-6.5,-7.7,-7.7,92.9,25.0,4,1
-50.0,63.0,-78.0,240.0,-32.0,18.0,-2.0,-2.0,-6.5,9.0,-7.7,-7.7,25.0,92.9,4,0
-15.0,18.5,107.0,-62.0,5.0,-15.0,2.0,0.5,-0.2,0.1,1.6,-6.4,8.3,76.9,4,1
18.5,-15.0,-62.0,107.0,-15.0,5.0,0.5,2.0,0.1,-0.2,-6.4,1.6,76.9,8.3,4,0
52.5,184.5,-132.5,-27.5,5.5,23.0,-2.0,-1.0,2.4,19.0,-7.4,13.1,25.0,25.0,4,1
184.5,52.5,-27.5,-132.5,23.0,5.5,-1.0,-2.0,19.0,2.4,13.1,-7.4,25.0,25.0,4,0
117.0,35.5,128.5,163.0,20.0,21.0,0.5,0.5,20.3,11.4,9.3,-2.8,53.9,81.3,4,1
35.5,117.0,163.0,128.5,21.0,20.0,0.5,0.5,11.4,20.3,-2.8,9.3,81.3,53.9,4,0
-264.0,68.0,212.0,103.0,-20.0,5.0,1.0,3.0,-4.2,-10.1,-11.7,6.2,8.3,41.7,4,1
68.0,-264.0,103.0,212.0,5.0,-20.0,3.0,1.0,-10.1,-4.2,6.2,-11.7,41.7,8.3,4,0
-21.0,29.0,-141.0,198.0,-4.0,15.0,0.0,-2.0,-1.6,-9.4,-15.2,-18.9,76.9,33.3,4,1
29.0,-21.0,198.0,-141.0,15.0,-4.0,-2.0,0.0,-9.4,-1.6,-18.9,-15.2,33.3,76.9,4,0
-42.0,224.0,-154.0,-182.0,-22.0,-3.0,-1.0,-1.0,3.9,-17.2,-0.4,-15.8,61.5,71.4,4,1
224.0,-42.0,-182.0,-154.0,-3.0,-22.0,-1.0,-1.0,-17.2,3.9,-15.8,-0.4,71.4,61.5,4,0
126.0,-30.0,-258.0,256.0,-4.0,47.0,-1.0,0.0,18.4,-1.7,2.4,-20.9,69.2,78.6,4,1
-30.0,126.0,256.0,-258.0,47.0,-4.0,0.0,-1.0,-1.7,18.4,-20.9,2.4,78.6,69.2,4,0
-115.5,225.0,-76.5,-61.5,-13.5,21.0,-2.0,-0.5,3.4,-2.4,-12.4,-1.5,61.5,25.0,4,1
225.0,-115.5,-61.5,-76.5,21.0,-13.5,-0.5,-2.0,-2.4,3.4,-1.5,-12.4,25.0,61.5,4,0
-51.5,-22.0,-148.5,189.5,-19.5,6.5,1.0,0.0,-2.9,-14.1,-5.9,-3.0,33.3,25.0,4,1
-22.0,-51.5,189.5,-148.5,6.5,-19.5,0.0,1.0,-14.1,-2.9,-3.0,-5.9,25.0,33.3,4,0
-244.5,12.5,89.0,33.5,-30.0,-2.0,2.0,-0.5,3.7,-18.5,-7.5,-12.5,41.7,53.9,4,1
12.5,-244.5,33.5,89.0,-2.0,-30.0,-0.5,2.0,-18.5,3.7,-12.5,-7.5,53.9,41.7,4,0
-34.0,230.0,238.0,23.0,21.0,49.0,-3.0,-1.0,8.8,12.9,-7.4,-18.3,53.9,69.2,4,1
230.0,-34.0,23.0,238.0,49.0,21.0,-1.0,-3.0,12.9,8.8,-18.3,-7.4,69.2,53.9,4,0
18.0,-79.0,-168.0,-43.0,-25.0,-4.0,0.0,1.0,6.9,-19.0,-2.0,-13.3,46.2,61.5,4,1
-79.0,18.0,-43.0,-168.0,-4.0,-25.0,1.0,0.0,-19.0,6.9,-13.3,-2.0,61.5,46.2,4,0
-76.0,-57.0,-93.0,56.0,-25.0,0.0,-2.0,0.0,7.6,-8.5,-7.2,-8.5,33.3,33.3,4,1
