,precision,recall,f1-score,support
0,0.4789915966386555,0.4920863309352518,0.4854506742370476,695.0
1,0.5062937062937063,0.49318801089918257,0.4996549344375431,734.0
accuracy,0.4926522043386984,0.4926522043386984,0.4926522043386984,0.4926522043386984
macro avg,0.4926426514661809,0.49263717091721715,0.4925528043372953,1429.0
weighted avg,0.49301521349436384,0.4926522043386984,0.49274663434003124,1429.0
