rush_adv_team1,rush_adv_team2,pass_adv_team1,pass_adv_team2,score_adv_team1,score_adv_team2,turnover_adv_team1,turnover_adv_team2,pred_rank_team1,pred_rank_team2,sos_team2,sos_team2,week,label
-13.700000000000003,28.80000000000001,48.5,-128.39999999999998,11.5,-3.6999999999999993,-0.30000000000000004,-1.0,3.8,23.3,1.9,12.8,6,0
58.0,-31.30000000000001,-14.300000000000011,-39.80000000000001,2.0,-20.0,-0.8,-0.30000000000000004,-1.7,-15.2,-3.9,-9.5,6,1
-31.30000000000001,58.0,-39.80000000000001,-14.300000000000011,-20.0,2.0,-0.30000000000000004,-0.8,-15.2,-1.7,-9.5,-3.9,6,0
-97.3,-57.30000000000001,-34.099999999999994,-45.0,-20.900000000000002,-22.8,0.6000000000000001,0.9000000000000001,-19.0,-19.7,-13.2,-10.8,6,1
-57.30000000000001,-97.3,-45.0,-34.099999999999994,-22.8,-20.900000000000002,0.9000000000000001,0.6000000000000001,-19.7,-19.0,-10.8,-13.2,6,0
-86.7,82.60000000000002,109.30000000000001,30.30000000000001,-5.300000000000001,1.7000000000000028,0.7,0.5999999999999999,-1.1,8.5,-0.5,0.4,6,1
82.60000000000002,-86.7,30.30000000000001,109.30000000000001,1.7000000000000028,-5.300000000000001,0.5999999999999999,0.7,8.5,-1.1,0.4,-0.5,6,0
-34.69999999999999,-83.39999999999999,15.5,-6.399999999999977,-10.799999999999997,-17.2,0.19999999999999996,0.8,-7.5,-10.2,-5.1,2.5,6,1
-83.39999999999999,-34.69999999999999,-6.399999999999977,15.5,-17.2,-10.799999999999997,0.8,0.19999999999999996,-10.2,-7.5,2.5,-5.1,6,0
-125.3,-14.0,-98.3,118.39999999999998,-21.999999999999996,-5.299999999999997,2.0,-1.0,-12.5,0.8,-6.1,1.9,6,1
-14.0,-125.3,118.39999999999998,-98.3,-5.299999999999997,-21.999999999999996,-1.0,2.0,0.8,-12.5,1.9,-6.1,6,0
33.0,-134.0,-44.0,-58.69999999999999,-2.0,-29.0,-0.3999999999999999,0.0,-13.3,-15.8,-6.1,-10.3,6,1
-134.0,33.0,-58.69999999999999,-44.0,-29.0,-2.0,0.0,-0.3999999999999999,-15.8,-13.3,-10.3,-6.1,6,0
71.30000000000001,-25.0,13.600000000000023,-16.30000000000001,0.5999999999999943,-17.0,2.4000000000000004,1.0,4.1,-10.6,2.2,-6.1,6,1
-25.0,71.30000000000001,-16.30000000000001,13.600000000000023,-17.0,0.5999999999999943,1.0,2.4000000000000004,-10.6,4.1,-6.1,2.2,6,0
-112.00000000000001,-54.000000000000014,-29.0,-184.0,-1.6999999999999993,-25.7,-1.7,1.7,-10.2,-14.9,-4.3,-13.7,6,1
-54.000000000000014,-112.00000000000001,-184.0,-29.0,-25.7,-1.6999999999999993,1.7,-1.7,-14.9,-10.2,-13.7,-4.3,6,0
73.3,92.7,2.3000000000000114,32.60000000000002,12.0,12.999999999999996,-0.5999999999999999,-1.3,16.1,12.0,8.9,-4.8,6,1
92.7,73.3,32.60000000000002,2.3000000000000114,12.999999999999996,12.0,-1.3,-0.5999999999999999,12.0,16.1,-4.8,8.9,6,0
-102.39999999999999,26.0,-9.0,24.69999999999999,-3.700000000000003,5.699999999999999,-1.4,-1.4000000000000001,3.7,-20.2,-8.5,-7.0,6,1
26.0,-102.39999999999999,24.69999999999999,-9.0,5.699999999999999,-3.700000000000003,-1.4000000000000001,-1.4,-20.2,3.7,-7.0,-8.5,6,0
4.699999999999989,117.69999999999999,145.39999999999998,-99.99999999999999,22.299999999999997,15.0,-0.7,-0.7,22.9,10.2,-1.5,3.1,6,1
117.69999999999999,4.699999999999989,-99.99999999999999,145.39999999999998,15.0,22.299999999999997,-0.7,-0.7,10.2,22.9,3.1,-1.5,6,0
-56.0,-14.0,142.60000000000002,21.0,9.999999999999996,-4.300000000000001,1.0000000000000002,-0.7,0.5,0.6,-6.0,-4.3,6,1
-14.0,-56.0,21.0,142.60000000000002,-4.300000000000001,9.999999999999996,-0.7,1.0000000000000002,0.6,0.5,-4.3,-6.0,6,0
-27.80000000000001,-39.80000000000001,-158.0,73.69999999999999,-5.0,-1.3000000000000007,0.8,1.2,6.6,-1.7,2.2,-2.1,6,1
-39.80000000000001,-27.80000000000001,73.69999999999999,-158.0,-1.3000000000000007,-5.0,1.2,0.8,-1.7,6.6,-2.1,2.2,6,0
19.000000000000014,121.60000000000001,47.0,-172.0,6.299999999999997,-2.3000000000000007,0.0,0.0,0.4,-1.5,-6.5,-5.7,6,1
121.60000000000001,19.000000000000014,-172.0,47.0,-2.3000000000000007,6.299999999999997,0.0,0.0,-1.5,0.4,-5.7,-6.5,6,0
43.0,38.0,58.69999999999999,38.0,25.599999999999998,5.699999999999999,1.7,-1.0,7.2,9.0,-11.4,2.8,6,1
38.0,43.0,38.0,58.69999999999999,5.699999999999999,25.599999999999998,-1.0,1.7,9.0,7.2,2.8,-11.4,6,0
45.8,-19.30000000000001,-71.80000000000001,50.30000000000001,-3.8000000000000007,11.3,0.5,0.19999999999999996,-2.8,-14.2,-9.6,-10.5,6,1
-19.30000000000001,45.8,50.30000000000001,-71.80000000000001,11.3,-3.8000000000000007,0.19999999999999996,0.5,-14.2,-2.8,-10.5,-9.6,6,0
-36.30000000000001,-32.3,55.30000000000001,-51.69999999999999,13.3,1.0,-0.7,-2.7,9.6,-3.6,-7.1,-3.8,6,1
-32.3,-36.30000000000001,-51.69999999999999,55.30000000000001,1.0,13.3,-2.7,-0.7,-3.6,9.6,-3.8,-7.1,6,0
-26.30000000000001,-4.0,-87.30000000000001,-1.0,-4.300000000000001,2.6999999999999993,0.0,-1.2999999999999998,4.5,0.3,-6.2,0.6,6,1
-4.0,-26.30000000000001,-1.0,-87.30000000000001,2.6999999999999993,-4.300000000000001,-1.2999999999999998,0.0,0.3,4.5,0.6,-6.2,6,0
-129.39999999999998,-111.7,-45.69999999999999,-115.69999999999999,-20.700000000000003,-22.7,0.7,-1.0,-3.1,-23.0,-4.6,-12.4,6,1
-111.7,-129.39999999999998,-115.69999999999999,-45.69999999999999,-22.7,-20.700000000000003,-1.0,0.7,-23.0,-3.1,-12.4,-4.6,6,0
121.50000000000001,154.3,-14.300000000000011,-26.5,13.3,16.0,0.30000000000000004,0.9999999999999998,21.5,-0.6,-2.4,-4.2,6,1
154.3,121.50000000000001,-26.5,-14.300000000000011,16.0,13.3,0.9999999999999998,0.30000000000000004,-0.6,21.5,-4.2,-2.4,6,0
48.30000000000001,134.89999999999998,-90.89999999999998,-2.5,-10.999999999999996,18.0,0.0,0.0,2.3,-4.4,-0.7,-13.2,6,1
134.89999999999998,48.30000000000001,-2.5,-90.89999999999998,18.0,-10.999999999999996,0.0,0.0,-4.4,2.3,-13.2,-0.7,6,0
-24.80000000000001,-15.299999999999997,43.30000000000001,18.30000000000001,-8.299999999999997,5.699999999999999,-1.5,1.5,5.5,-7.0,-0.8,-8.2,6,1
-15.299999999999997,-24.80000000000001,18.30000000000001,43.30000000000001,5.699999999999999,-8.299999999999997,1.5,-1.5,-7.0,5.5,-8.2,-0.8,6,0
14.0,-68.9,-37.19999999999999,-18.399999999999977,-5.300000000000001,-12.799999999999997,0.7,-1.7000000000000002,-5.5,-17.5,-8.4,-12.6,6,1
-68.9,14.0,-18.399999999999977,-37.19999999999999,-12.799999999999997,-5.300000000000001,-1.7000000000000002,0.7,-17.5,-5.5,-12.6,-8.4,6,0
58.0,63.500000000000014,102.0,44.0,26.2,20.400000000000002,-1.7,-0.10000000000000009,20.0,13.4,6.9,0.2,6,1
63.500000000000014,58.0,44.0,102.0,20.400000000000002,26.2,-0.10000000000000009,-1.7,13.4,20.0,0.2,6.9,6,0
39.500000000000014,-29.0,170.3,45.80000000000001,27.799999999999997,9.5,-0.19999999999999996,-1.5,26.8,-1.1,4.8,-4.4,6,1
-29.0,39.500000000000014,45.80000000000001,170.3,9.5,27.799999999999997,-1.5,-0.19999999999999996,-1.1,26.8,-4.4,4.8,6,0
86.60000000000001,67.30000000000001,7.399999999999977,17.0,11.299999999999997,7.0,0.3,-0.7,24.2,-14.1,2.8,-10.0,6,1
67.30000000000001,86.60000000000001,17.0,7.399999999999977,7.0,11.299999999999997,-0.7,0.3,-14.1,24.2,-10.0,2.8,6,0
-9.5,22.0,56.80000000000001,69.80000000000001,7.199999999999999,14.7,-1.0,-2.0,24.3,-5.1,4.6,-1.4,6,1
22.0,-9.5,69.80000000000001,56.80000000000001,14.7,7.199999999999999,-2.0,-1.0,-5.1,24.3,-1.4,4.6,6,0
-36.80000000000001,-5.5,11.300000000000011,-3.8000000000000114,-3.3000000000000007,-9.999999999999996,0.8,1.2,-2.0,2.8,3.3,4.6,6,1
-5.5,-36.80000000000001,-3.8000000000000114,11.300000000000011,-9.999999999999996,-3.3000000000000007,1.2,0.8,2.8,-2.0,4.6,3.3,6,0
-131.7,-51.69999999999999,86.30000000000001,-193.0,-7.400000000000002,-25.3,0.7,1.3,-5.6,-7.0,-5.0,-4.7,6,1
-51.69999999999999,-131.7,-193.0,86.30000000000001,-25.3,-7.400000000000002,1.3,0.7,-7.0,-5.6,-4.7,-5.0,6,0
47.19999999999999,101.5,-6.199999999999989,-223.3,-12.0,-15.5,1.0,0.7,-7.0,-5.8,-5.0,-2.2,6,1
101.5,47.19999999999999,-223.3,-6.199999999999989,-15.5,-12.0,0.7,1.0,-5.8,-7.0,-2.2,-5.0,6,0
-14.5,-80.7,108.0,125.30000000000001,21.700000000000003,12.5,-2.3,-0.5,20.9,0.2,-7.5,3.6,6,1
-80.7,-14.5,125.30000000000001,108.0,12.5,21.700000000000003,-0.5,-2.3,0.2,20.9,3.6,-7.5,6,0
1.0,-39.60000000000001,-85.30000000000001,-30.600000000000023,-11.700000000000003,-8.0,0.0,1.0,9.1,-12.8,6.0,-6.7,6,1
-39.60000000000001,1.0,-30.600000000000023,-85.30000000000001,-8.0,-11.700000000000003,1.0,0.0,-12.8,9.1,-6.7,6.0,6,0
100.30000000000001,-57.0,-105.69999999999999,131.3,8.400000000000002,4.0,-0.30000000000000004,0.0,14.8,6.8,0.7,6.3,6,1
-57.0,100.30000000000001,131.3,-105.69999999999999,4.0,8.400000000000002,0.0,-0.30000000000000004,6.8,14.8,6.3,0.7,6,0
56.500000000000014,121.7,53.0,23.69999999999999,10.3,21.799999999999997,-0.8999999999999999,-0.8,24.3,4.0,11.2,-5.9,6,1
121.7,56.500000000000014,23.69999999999999,53.0,21.799999999999997,10.3,-0.8,-0.8999999999999999,4.0,24.3,-5.9,11.2,6,0
52.2,52.2,68.60000000000002,60.0,13.799999999999997,12.2,0.0,0.8,18.4,6.5,7.1,-0.2,6,1
52.2,52.2,60.0,68.60000000000002,12.2,13.799999999999997,0.8,0.0,6.5,18.4,-0.2,7.1,6,0
-60.69999999999999,-20.69999999999999,46.69999999999999,-92.69999999999999,-13.700000000000003,-7.300000000000001,1.4,-1.0,-5.9,-13.9,-10.0,-10.2,6,1
-20.69999999999999,-60.69999999999999,-92.69999999999999,46.69999999999999,-7.300000000000001,-13.700000000000003,-1.0,1.4,-13.9,-5.9,-10.2,-10.0,6,0
-1.8000000000000114,-19.500000000000014,-2.1999999999999886,65.19999999999999,0.3000000000000007,-3.6999999999999993,-0.5999999999999999,-0.5,7.2,-1.3,4.3,-3.2,6,1
-19.500000000000014,-1.8000000000000114,65.19999999999999,-2.1999999999999886,-3.6999999999999993,0.3000000000000007,-0.5,-0.5999999999999999,-1.3,7.2,-3.2,4.3,6,0
47.69999999999999,-24.60000000000001,40.60000000000002,-59.69999999999999,5.700000000000003,-8.7,1.0000000000000002,-0.30000000000000004,4.1,-14.7,-6.6,-10.3,6,1
-24.60000000000001,47.69999999999999,-59.69999999999999,40.60000000000002,-8.7,5.700000000000003,-0.30000000000000004,1.0000000000000002,-14.7,4.1,-10.3,-6.6,6,0
-5.0,88.0,19.600000000000023,32.0,-0.6999999999999993,7.9999999999999964,0.30000000000000004,-0.30000000000000004,-2.9,-2.7,-3.2,-9.9,6,1
88.0,-5.0,32.0,19.600000000000023,7.9999999999999964,-0.6999999999999993,-0.30000000000000004,0.30000000000000004,-2.7,-2.9,-9.9,-3.2,6,0
-75.30000000000001,31.700000000000003,-78.30000000000001,91.30000000000001,-20.299999999999997,6.699999999999999,-1.0000000000000002,0.0,7.3,-9.3,-0.5,-5.8,6,1
31.700000000000003,-75.30000000000001,91.30000000000001,-78.30000000000001,6.699999999999999,-20.299999999999997,0.0,-1.0000000000000002,-9.3,7.3,-5.8,-0.5,6,0
-64.00000000000001,-75.30000000000001,79.89999999999998,-46.39999999999998,-6.699999999999999,-23.0,1.7,-0.19999999999999996,-5.3,-17.0,-3.1,-6.9,6,1
-75.30000000000001,-64.00000000000001,-46.39999999999998,79.89999999999998,-23.0,-6.699999999999999,-0.19999999999999996,1.7,-17.0,-5.3,-6.9,-3.1,6,0
-39.5,-110.8,50.5,12.800000000000011,-6.800000000000001,-8.0,0.6000000000000001,0.9999999999999998,-5.6,1.6,-4.2,0.7,6,1
-110.8,-39.5,12.800000000000011,50.5,-8.0,-6.800000000000001,0.9999999999999998,0.6000000000000001,1.6,-5.6,0.7,-4.2,6,0
25.299999999999997,35.5,237.0,35.0,29.499999999999996,8.3,0.30000000000000004,0.19999999999999996,24.6,-2.2,1.9,-10.0,6,1
35.5,25.299999999999997,35.0,237.0,8.3,29.499999999999996,0.19999999999999996,0.30000000000000004,-2.2,24.6,-10.0,1.9,6,0
66.60000000000001,89.39999999999998,-224.0,94.69999999999999,-7.699999999999999,18.299999999999997,-0.7,0.30000000000000004,5.0,12.3,3.2,0.7,6,1
89.39999999999998,66.60000000000001,94.69999999999999,-224.0,18.299999999999997,-7.699999999999999,0.30000000000000004,-0.7,12.3,5.0,0.7,3.2,6,0
20.700000000000003,-163.3,-128.3,-58.0,-27.0,-39.3,1.3,0.2999999999999998,-16.8,-15.7,-7.3,-8.2,6,1
-163.3,20.700000000000003,-58.0,-128.3,-39.3,-27.0,0.2999999999999998,1.3,-15.7,-16.8,-8.2,-7.3,6,0
-1.6999999999999886,-38.69999999999999,-159.7,-33.0,-14.400000000000002,-7.399999999999999,1.3,-0.6000000000000001,-2.9,-16.1,-1.4,-15.6,6,1
-38.69999999999999,-1.6999999999999886,-33.0,-159.7,-7.399999999999999,-14.400000000000002,-0.6000000000000001,1.3,-16.1,-2.9,-15.6,-1.4,6,0
97.00000000000001,-14.700000000000003,-127.0,2.0,-12.999999999999996,-3.1999999999999993,0.5,0.0,-8.5,-11.8,-14.4,-6.4,7,1
-14.700000000000003,97.00000000000001,2.0,-127.0,-3.1999999999999993,-12.999999999999996,0.0,0.5,-11.8,-8.5,-6.4,-14.4,7,0
-139.6,-108.20000000000002,121.70000000000002,-34.30000000000001,-0.10000000000000142,-8.8,1.2000000000000002,-1.7999999999999998,-1.3,-10.6,-3.8,-12.2,7,1
-108.20000000000002,-139.6,-34.30000000000001,121.70000000000002,-8.8,-0.10000000000000142,-1.7999999999999998,1.2000000000000002,-10.6,-1.3,-12.2,-3.8,7,0
29.400000000000006,57.2,-100.4,8.0,-11.8,-2.1999999999999993,1.0,1.4000000000000001,-2.3,-0.9,-0.9,2.9,7,1
57.2,29.400000000000006,8.0,-100.4,-2.1999999999999993,-11.8,1.4000000000000001,1.0,-0.9,-2.3,2.9,-0.9,7,0
17.0,46.39999999999998,-84.39999999999998,36.0,-4.399999999999999,10.400000000000002,0.0,0.7,-5.2,14.6,-7.4,2.7,7,1
46.39999999999998,17.0,36.0,-84.39999999999998,10.400000000000002,-4.399999999999999,0.7,0.0,14.6,-5.2,2.7,-7.4,7,0
71.60000000000001,46.400000000000006,37.80000000000001,98.80000000000001,13.600000000000001,24.400000000000002,0.20000000000000007,-0.20000000000000018,24.2,18.6,12.4,7.2,7,1
46.400000000000006,71.60000000000001,98.80000000000001,37.80000000000001,24.400000000000002,13.600000000000001,-0.20000000000000018,0.20000000000000007,18.6,24.2,7.2,12.4,7,0
-29.80000000000001,-16.80000000000001,38.80000000000001,-26.0,-4.300000000000001,-15.2,1.3,-0.20000000000000018,-8.5,-4.8,-3.2,-4.2,7,1
-16.80000000000001,-29.80000000000001,-26.0,38.80000000000001,-15.2,-4.300000000000001,-0.20000000000000018,1.3,-4.8,-8.5,-4.2,-3.2,7,0
-74.5,-68.00000000000001,68.69999999999999,-104.0,-15.7,-14.5,0.0,-0.19999999999999996,-0.3,-4.5,0.4,1.0,7,1
-68.00000000000001,-74.5,-104.0,68.69999999999999,-14.5,-15.7,-0.19999999999999996,0.0,-4.5,-0.3,1.0,0.4,7,0
-3.6999999999999886,48.19999999999999,45.80000000000001,-110.60000000000002,2.0,-12.5,0.19999999999999996,1.2999999999999998,-7.4,-0.4,-6.0,-4.0,7,1
48.19999999999999,-3.6999999999999886,-110.60000000000002,45.80000000000001,-12.5,2.0,1.2999999999999998,0.19999999999999996,-0.4,-7.4,-4.0,-6.0,7,0
-42.500000000000014,-88.30000000000001,-63.5,-59.19999999999999,-7.5,-16.0,1.0,-1.0,-13.1,-10.7,-7.8,-7.0,7,1
-88.30000000000001,-42.500000000000014,-59.19999999999999,-63.5,-16.0,-7.5,-1.0,1.0,-10.7,-13.1,-7.0,-7.8,7,0
50.7,102.0,-16.5,9.5,2.8000000000000007,4.5,-0.5,0.7000000000000002,17.9,-2.8,10.5,-10.4,7,1
102.0,50.7,9.5,-16.5,4.5,2.8000000000000007,0.7000000000000002,-0.5,-2.8,17.9,-10.4,10.5,7,0
-64.60000000000001,-106.69999999999999,125.80000000000001,-51.0,3.700000000000003,-20.200000000000003,0.7,0.8999999999999999,1.5,-8.7,6.0,-3.3,7,1
-106.69999999999999,-64.60000000000001,-51.0,125.80000000000001,-20.200000000000003,3.700000000000003,0.8999999999999999,0.7,-8.7,1.5,-3.3,6.0,7,0
-24.0,-109.30000000000001,-124.70000000000002,91.10000000000002,-17.299999999999997,-5.100000000000001,0.5999999999999999,0.9,-16.5,-5.0,-7.9,-5.3,7,1
-109.30000000000001,-24.0,91.10000000000002,-124.70000000000002,-5.100000000000001,-17.299999999999997,0.9,0.5999999999999999,-5.0,-16.5,-5.3,-7.9,7,0
-2.000000000000014,-168.5,-177.5,19.5,-30.799999999999997,-11.3,0.8,0.19999999999999996,-14.5,-17.6,-12.8,-10.2,7,1
-168.5,-2.000000000000014,19.5,-177.5,-11.3,-30.799999999999997,0.19999999999999996,0.8,-17.6,-14.5,-10.2,-12.8,7,0
-50.10000000000001,-79.00000000000001,-34.10000000000002,116.30000000000001,-18.4,8.2,-0.6000000000000001,1.9000000000000001,6.9,-7.5,3.8,-6.5,7,1
-79.00000000000001,-50.10000000000001,116.30000000000001,-34.10000000000002,8.2,-18.4,1.9000000000000001,-0.6000000000000001,-7.5,6.9,-6.5,3.8,7,0
-48.099999999999994,4.100000000000023,-116.5,-58.39999999999998,-23.599999999999998,-5.0,0.0,0.2999999999999998,-5.6,-6.7,-3.6,-5.5,7,1
4.100000000000023,-48.099999999999994,-58.39999999999998,-116.5,-5.0,-23.599999999999998,0.2999999999999998,0.0,-6.7,-5.6,-5.5,-3.6,7,0
-34.599999999999994,-2.200000000000017,121.69999999999999,-50.10000000000002,19.099999999999998,2.3000000000000007,-0.3999999999999999,-0.10000000000000009,22.8,-2.1,12.5,-2.3,7,1
-2.200000000000017,-34.599999999999994,-50.10000000000002,121.69999999999999,2.3000000000000007,19.099999999999998,-0.10000000000000009,-0.3999999999999999,-2.1,22.8,-2.3,12.5,7,0
74.00000000000001,76.2,93.80000000000001,22.19999999999999,21.499999999999996,24.799999999999997,-0.30000000000000004,-0.30000000000000004,22.1,9.1,3.0,-6.2,7,1
76.2,74.00000000000001,22.19999999999999,93.80000000000001,24.799999999999997,21.499999999999996,-0.30000000000000004,-0.30000000000000004,9.1,22.1,-6.2,3.0,7,0
-13.0,-133.3,41.5,-1.0,5.199999999999999,-10.799999999999997,0.19999999999999996,-0.19999999999999996,-2.5,-3.3,-1.9,-7.3,7,1
-133.3,-13.0,-1.0,41.5,-10.799999999999997,5.199999999999999,-0.19999999999999996,0.19999999999999996,-3.3,-2.5,-7.3,-1.9,7,0
-41.400000000000006,12.0,-116.0,66.20000000000002,-7.400000000000002,11.2,0.6000000000000001,0.20000000000000018,6.6,1.3,1.4,2.8,7,1
12.0,-41.400000000000006,66.20000000000002,-116.0,11.2,-7.400000000000002,0.20000000000000018,0.6000000000000001,1.3,6.6,2.8,1.4,7,0
-26.5,81.80000000000001,-37.30000000000001,63.5,-6.300000000000001,6.4999999999999964,0.0,0.0,-0.6,10.7,0.2,1.1,7,1
81.80000000000001,-26.5,63.5,-37.30000000000001,6.4999999999999964,-6.300000000000001,0.0,0.0,10.7,-0.6,1.1,0.2,7,0
12.300000000000011,97.80000000000001,-15.699999999999989,26.69999999999999,3.8000000000000007,6.5,0.0,0.7999999999999998,3.0,6.5,-1.8,-1.3,7,1
97.80000000000001,12.300000000000011,26.69999999999999,-15.699999999999989,6.5,3.8000000000000007,0.7999999999999998,0.0,6.5,3.0,-1.3,-1.8,7,0
66.5,-0.5,-46.30000000000001,69.30000000000001,7.4999999999999964,2.0,0.0,0.7,-4.4,-4.4,-9.2,-9.4,7,1
-0.5,66.5,69.30000000000001,-46.30000000000001,2.0,7.4999999999999964,0.7,0.0,-4.4,-4.4,-9.4,-9.2,7,0
25.100000000000023,72.9,127.0,0.799999999999983,17.299999999999997,11.100000000000001,0.30000000000000004,-1.3,9.1,19.8,-3.5,8.5,7,1
72.9,25.100000000000023,0.799999999999983,127.0,11.100000000000001,17.299999999999997,-1.3,0.30000000000000004,19.8,9.1,8.5,-3.5,7,0
-54.80000000000001,-18.0,21.0,-99.0,-8.0,-4.5,-0.9999999999999998,1.7,-3.3,-9.1,-7.3,-3.7,7,1
-18.0,-54.80000000000001,-99.0,21.0,-4.5,-8.0,1.7,-0.9999999999999998,-9.1,-3.3,-3.7,-7.3,7,0
56.8,107.6,-6.799999999999983,-11.599999999999994,12.799999999999997,18.0,-1.0,0.0,24.9,2.6,0.8,-1.6,7,1
107.6,56.8,-11.599999999999994,-6.799999999999983,18.0,12.799999999999997,0.0,-1.0,2.6,24.9,-1.6,0.8,7,0
66.30000000000001,-26.0,62.80000000000001,-93.30000000000001,9.5,-1.0,-1.0,0.30000000000000004,19.6,6.3,11.9,3.1,7,1
-26.0,66.30000000000001,-93.30000000000001,62.80000000000001,-1.0,9.5,0.30000000000000004,-1.0,6.3,19.6,3.1,11.9,7,0
-74.7,-3.5,-39.19999999999999,-81.30000000000001,-17.5,-13.0,-0.30000000000000004,0.0,3.1,-15.3,4.5,-9.4,7,1
-3.5,-74.7,-81.30000000000001,-39.19999999999999,-13.0,-17.5,0.0,-0.30000000000000004,-15.3,3.1,-9.4,4.5,7,0
-43.30000000000001,21.0,-184.60000000000002,-5.0,-28.0,-4.700000000000003,-1.0,0.5999999999999999,-8.7,-14.4,-5.2,-13.5,7,1
21.0,-43.30000000000001,-5.0,-184.60000000000002,-4.700000000000003,-28.0,0.5999999999999999,-1.0,-14.4,-8.7,-13.5,-5.2,7,0
60.30000000000001,46.2,58.80000000000001,-0.5,17.299999999999997,9.5,-1.0,-0.19999999999999996,12.4,10.8,2.1,1.2,7,1
46.2,60.30000000000001,-0.5,58.80000000000001,9.5,17.299999999999997,-0.19999999999999996,-1.0,10.8,12.4,1.2,2.1,7,0
-92.69999999999999,61.2,51.10000000000001,-4.0,-1.1999999999999993,8.7,-0.19999999999999996,0.19999999999999996,1.5,-3.3,-2.2,-9.9,7,1
61.2,-92.69999999999999,-4.0,51.10000000000001,8.7,-1.1999999999999993,0.19999999999999996,-0.19999999999999996,-3.3,1.5,-9.9,-2.2,7,0
36.30000000000001,-71.69999999999999,-64.5,8.199999999999989,-4.0,-13.7,0.19999999999999996,0.0,-12.5,-16.1,-7.6,-11.4,7,1
-71.69999999999999,36.30000000000001,8.199999999999989,-64.5,-13.7,-4.0,0.0,0.19999999999999996,-16.1,-12.5,-11.4,-7.6,7,0
-72.0,-1.0,-59.69999999999999,-22.5,-20.5,-4.7,1.0,-1.7999999999999998,-0.4,-23.7,-6.8,-12.0,7,1
-1.0,-72.0,-22.5,-59.69999999999999,-4.7,-20.5,-1.7999999999999998,1.0,-23.7,-0.4,-12.0,-6.8,7,0
49.19999999999999,46.30000000000001,45.5,147.3,19.299999999999997,29.799999999999997,-2.0,-0.5,25.6,11.1,9.9,-6.5,7,1
46.30000000000001,49.19999999999999,147.3,45.5,29.799999999999997,19.299999999999997,-0.5,-2.0,11.1,25.6,-6.5,9.9,7,0
63.0,85.60000000000001,156.2,73.80000000000001,34.599999999999994,25.2,-0.8,-1.5999999999999999,27.1,24.9,3.6,10.7,7,1
85.60000000000001,63.0,73.80000000000001,156.2,25.2,34.599999999999994,-1.5999999999999999,-0.8,24.9,27.1,10.7,3.6,7,0
-8.5,8.0,-84.0,-78.19999999999999,-16.799999999999997,-11.499999999999996,1.0,-0.19999999999999996,-12.8,-14.5,-8.2,-9.5,7,1
8.0,-8.5,-78.19999999999999,-84.0,-11.499999999999996,-16.799999999999997,-0.19999999999999996,1.0,-14.5,-12.8,-9.5,-8.2,7,0
94.00000000000001,129.0,-11.0,-19.19999999999999,2.1999999999999993,13.2,-1.5,0.7,13.3,2.0,2.7,-1.0,7,1
129.0,94.00000000000001,-19.19999999999999,-11.0,13.2,2.1999999999999993,0.7,-1.5,2.0,13.3,-1.0,2.7,7,0
-54.30000000000001,54.7,-56.5,-68.10000000000002,-7.900000000000002,-7.300000000000001,-1.2,-0.19999999999999996,-1.6,-13.7,-3.6,-8.1,7,1
54.7,-54.30000000000001,-68.10000000000002,-56.5,-7.300000000000001,-7.900000000000002,-0.19999999999999996,-1.2,-13.7,-1.6,-8.1,-3.6,7,0
69.3,-0.30000000000001137,118.89999999999998,12.399999999999977,30.6,0.8000000000000007,-0.20000000000000007,0.40000000000000013,20.0,-0.1,-2.5,-4.2,7,1
-0.30000000000001137,69.3,12.399999999999977,118.89999999999998,0.8000000000000007,30.6,0.40000000000000013,-0.20000000000000007,-0.1,20.0,-4.2,-2.5,7,0
-27.30000000000001,-38.5,-17.80000000000001,72.5,-2.4999999999999964,-8.8,-0.5,0.5,8.5,0.6,3.6,2.0,7,1
-38.5,-27.30000000000001,72.5,-17.80000000000001,-8.8,-2.4999999999999964,0.5,-0.5,0.6,8.5,2.0,3.6,7,0
44.0,-16.100000000000023,-39.69999999999999,35.69999999999999,-5.900000000000006,-1.3000000000000007,1.0999999999999999,-0.30000000000000004,1.3,-22.2,-9.8,-12.4,7,1
-16.100000000000023,44.0,35.69999999999999,-39.69999999999999,-1.3000000000000007,-5.900000000000006,-0.30000000000000004,1.0999999999999999,-22.2,1.3,-12.4,-9.8,7,0
-83.0,25.5,2.1999999999999886,11.0,-23.299999999999997,2.5,1.0,0.0,-0.3,-16.0,-2.3,-13.3,7,1
25.5,-83.0,11.0,2.1999999999999886,2.5,-23.299999999999997,0.0,1.0,-16.0,-0.3,-13.3,-2.3,7,0
17.0,18.599999999999994,-0.6000000000000227,179.0,-4.0,27.400000000000002,0.2999999999999998,-0.9999999999999998,12.0,10.1,0.9,2.9,7,1
18.599999999999994,17.0,179.0,-0.6000000000000227,27.400000000000002,-4.0,-0.9999999999999998,0.2999999999999998,10.1,12.0,2.9,0.9,7,0
-11.400000000000006,-142.2,-69.80000000000001,129.2,-11.900000000000002,-5.299999999999997,0.0,0.7999999999999998,-5.9,-9.9,-4.8,-7.6,7,1
-142.2,-11.400000000000006,129.2,-69.80000000000001,-5.299999999999997,-11.900000000000002,0.7999999999999998,0.0,-9.9,-5.9,-7.6,-4.8,7,0
