f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,label
132.0,126.0,379.0,319.0,33.0,28.0,1.0,2.0,88.9,8.2,10.8,185.0,29.0,152.0,150.0,16.0,13.0,2.0,1.0,66.7,9.2,0.6,0
217.0,128.3,179.3,297.0,24.0,28.7,1.0,2.3,44.4,1.6,0.2,199.3,107.7,241.0,266.3,32.7,33.7,2.7,1.3,40.0,-16.6,-14.7,0
120.0,129.0,231.0,259.3,18.3,25.7,2.0,1.0,11.1,-15.8,-16.5,216.3,174.7,292.3,276.3,50.7,40.0,0.0,1.3,33.3,-11.5,-13.2,0
175.3,194.7,263.3,272.0,25.0,32.0,1.0,2.0,10.0,-10.0,-10.0,138.0,94.3,230.3,272.7,29.0,25.0,1.7,2.0,80.0,0.0,-4.1,1
166.0,156.0,240.0,164.3,32.7,22.7,2.0,3.3,30.0,3.2,-0.7,89.7,99.7,230.0,295.0,19.3,22.3,2.0,1.7,70.0,-10.3,-3.5,0
205.3,151.0,259.7,267.0,40.7,28.7,0.3,1.0,60.0,16.7,11.6,235.7,129.7,295.0,288.3,37.3,27.7,1.3,1.3,20.0,7.6,6.4,0
90.0,170.0,266.3,199.3,17.7,27.0,1.7,0.7,77.8,-0.2,0.6,189.3,181.7,289.0,194.7,37.7,21.7,1.0,2.0,30.0,-11.2,-9.9,0
234.0,188.0,221.5,205.5,35.0,25.0,1.0,1.0,50.0,5.0,3.1,47.0,98.0,286.0,233.0,7.0,17.0,2.0,1.0,50.0,-1.8,-9.9,0
181.0,117.5,155.0,213.0,23.5,15.5,0.5,1.0,30.0,11.9,4.7,191.0,119.0,333.0,288.0,35.0,21.0,1.0,4.0,70.0,7.1,-6.9,1
252.0,261.7,205.7,340.3,33.3,43.0,0.7,1.3,50.0,2.6,3.0,161.3,161.3,234.3,207.7,31.0,20.3,0.3,1.7,50.0,-12.3,-11.1,1
148.7,106.0,275.3,234.0,23.0,21.3,2.7,1.0,60.0,-13.1,-11.3,130.0,215.3,270.0,225.0,27.3,35.0,2.3,0.7,33.3,-22.0,-7.9,1
238.7,141.3,274.3,204.7,46.0,28.0,1.7,1.0,44.4,14.1,0.7,226.7,207.7,201.3,211.7,32.3,32.0,2.3,1.0,77.8,3.7,-0.1,0
290.7,245.7,218.0,260.3,36.7,45.0,1.0,1.3,44.4,14.9,12.1,185.7,146.7,272.3,125.3,39.3,13.7,1.0,1.7,77.8,17.6,1.4,1
251.0,121.0,199.0,184.0,49.0,21.0,0.0,2.0,55.6,3.1,-23.6,229.0,252.0,184.0,192.0,38.0,34.0,0.0,3.0,70.0,-14.6,-22.8,1
172.3,21.3,250.3,380.3,40.0,27.3,2.0,3.3,70.0,15.6,4.4,228.3,206.7,257.7,206.7,38.7,31.7,2.3,1.7,10.0,6.9,-1.3,0
100.7,94.7,157.0,189.7,16.3,25.3,2.3,2.0,60.0,5.5,3.8,113.7,124.0,357.0,290.7,32.7,33.7,2.3,1.3,18.2,8.9,6.2,1
48.3,188.3,194.0,278.0,12.7,40.3,2.7,1.0,40.0,-6.2,-2.3,140.0,119.0,180.7,216.7,32.7,28.0,0.3,2.0,60.0,-11.4,-13.0,1
382.0,63.0,89.0,491.0,44.0,45.0,0.0,3.0,100.0,3.9,-0.4,287.0,424.0,309.0,243.0,42.0,66.0,2.0,1.0,40.0,-17.2,-15.8,0
201.7,136.3,405.0,248.7,49.3,14.7,0.7,0.3,100.0,25.0,5.1,267.7,175.3,150.3,241.7,40.7,29.0,1.0,1.7,20.0,14.5,6.6,0
151.5,108.0,123.0,282.5,15.0,18.5,0.5,1.5,44.4,-5.5,-1.6,152.3,187.0,223.3,171.3,21.0,27.0,1.0,1.3,44.4,-11.3,-10.3,1
192.7,127.7,127.3,195.0,26.0,23.0,1.3,3.0,45.5,-4.4,-1.1,97.3,282.7,227.3,320.0,24.0,42.3,1.7,2.0,30.0,-11.4,-5.0,0
173.0,210.5,251.5,325.0,34.5,25.5,0.5,1.5,70.0,-0.3,-1.6,60.0,254.7,89.3,290.3,7.0,35.7,1.0,1.7,50.0,-23.3,0.8,0
149.3,199.3,251.3,172.3,25.7,29.7,1.7,1.0,70.0,-6.9,-3.9,67.7,285.7,230.7,201.3,11.3,53.7,3.0,1.0,50.0,-22.9,-3.2,0
197.0,35.0,207.0,216.0,34.0,13.0,1.0,1.0,30.0,15.8,-8.8,363.0,115.0,76.0,325.0,14.0,40.0,3.0,1.0,55.6,-13.7,-14.8,1
217.3,51.0,198.7,142.3,35.0,4.3,2.0,2.3,100.0,20.1,2.8,129.7,138.3,228.3,201.0,20.7,21.7,3.0,2.7,50.0,-7.1,-2.3,1
144.3,105.0,161.3,270.0,26.7,17.3,1.3,2.7,40.0,4.8,-1.4,135.3,102.7,294.3,145.7,33.3,20.3,3.7,1.7,9.1,4.1,-7.7,1
219.3,178.3,294.0,260.3,27.0,32.0,2.7,0.7,66.7,17.4,7.7,188.7,169.0,357.3,291.7,36.7,34.3,2.0,1.3,55.6,22.9,7.8,0
127.7,130.0,208.3,232.0,20.0,26.3,1.0,2.0,40.0,-13.5,-9.9,151.0,151.3,208.0,207.3,19.3,35.0,2.3,2.7,70.0,-16.8,-5.6,0
186.0,153.0,156.0,210.0,27.0,31.0,3.0,1.0,80.0,3.5,14.4,96.0,301.0,149.0,255.0,13.0,37.0,2.0,2.0,50.0,-8.6,10.6,1
210.0,365.0,254.0,247.7,36.3,46.7,1.3,2.0,70.0,-0.3,-1.7,207.7,196.3,189.3,233.7,22.3,19.3,1.3,1.0,77.8,-6.0,-4.9,0
256.7,181.3,175.0,223.3,39.0,24.7,0.7,1.3,40.0,-7.3,-13.0,221.0,176.3,239.0,214.3,31.0,27.0,2.3,2.0,60.0,-7.5,-10.4,1
134.0,193.0,315.3,162.3,40.7,19.0,2.0,2.0,60.0,-4.2,-9.8,105.7,152.7,190.0,195.3,12.0,20.7,2.0,2.3,50.0,-26.8,-13.7,1
303.5,318.0,116.0,172.5,28.5,27.0,0.0,2.0,20.0,-13.8,-10.7,194.0,162.0,241.0,294.0,34.0,31.0,3.0,4.0,30.0,-22.4,-28.8,1
30.3,178.3,152.7,149.7,7.3,25.3,3.0,2.3,60.0,-4.9,-2.9,151.0,55.3,93.7,182.3,29.7,9.0,0.3,3.3,60.0,0.6,-7.3,1
169.3,168.7,177.3,246.3,26.3,27.7,1.0,2.0,30.0,-3.0,-5.3,70.7,162.7,249.0,248.0,24.7,26.7,2.7,2.0,60.0,-8.4,-10.7,1
315.7,169.7,111.7,218.7,30.7,28.7,1.3,1.3,88.9,6.0,4.1,120.3,345.3,224.3,164.7,25.0,42.0,1.3,1.0,20.0,-12.0,0.3,1
193.0,109.0,247.7,210.3,42.3,18.0,0.3,3.0,30.0,5.0,-2.5,109.7,230.0,360.0,213.3,35.0,42.7,4.0,0.7,70.0,9.8,-0.1,1
172.0,125.0,212.0,262.0,38.0,23.0,1.0,3.0,70.0,8.2,-12.7,192.0,290.0,349.0,172.0,38.5,25.5,1.5,1.0,100.0,3.0,-6.6,0
85.3,171.3,200.3,251.0,11.3,38.7,2.7,1.7,60.0,-15.2,-8.5,166.7,274.0,236.0,247.3,32.7,40.0,0.7,1.7,30.0,-5.0,-8.3,1
157.3,178.7,167.7,180.0,19.3,21.0,1.3,2.0,60.0,0.4,0.0,153.7,246.7,264.3,256.7,26.7,42.7,1.3,2.3,80.0,2.0,2.2,1
133.0,169.7,198.7,161.3,24.7,18.3,2.3,1.3,33.3,10.1,1.3,175.3,147.0,207.3,236.7,29.7,23.3,0.7,3.3,33.3,-0.9,0.2,0
269.0,146.7,195.3,287.7,35.7,29.3,0.7,2.3,44.4,-4.8,-5.9,176.7,246.0,193.0,153.0,25.0,30.3,1.3,0.0,55.6,-6.3,-5.9,1
63.0,382.0,491.0,89.0,45.0,44.0,3.0,0.0,33.3,7.5,5.7,112.0,115.0,391.0,298.0,38.0,35.0,1.0,2.0,70.0,-11.0,-19.6,0
212.7,124.7,187.7,166.0,23.3,20.3,2.7,2.3,30.0,5.0,2.4,144.0,126.0,163.7,201.0,15.7,20.0,1.3,2.7,60.0,10.7,7.3,1
268.7,94.7,241.7,297.7,45.7,29.7,2.0,3.7,90.0,25.9,11.0,200.3,153.3,210.7,210.7,17.0,29.0,1.3,1.3,30.0,-0.2,4.4,0
102.0,139.0,295.7,206.3,26.0,20.3,0.0,1.3,66.7,6.6,-1.3,303.7,172.0,177.3,158.7,40.0,25.3,1.0,2.0,88.9,8.4,3.6,0
200.3,223.3,236.7,293.0,30.3,39.3,2.0,1.0,10.0,-7.4,-5.9,158.7,223.0,308.3,189.0,32.0,30.3,1.0,0.7,70.0,-9.9,-13.0,0
154.3,50.3,224.7,178.7,32.7,14.3,2.7,2.7,60.0,9.8,2.1,172.3,121.0,275.3,194.0,29.0,22.7,2.3,2.0,30.0,8.4,-0.6,0
129.3,204.3,353.7,163.0,36.7,31.3,2.0,3.0,70.0,1.5,1.5,57.0,61.0,190.0,247.3,11.0,20.0,2.0,1.7,50.0,0.0,0.0,0
112.7,202.3,242.3,226.3,20.3,31.7,3.0,1.7,90.0,-1.0,1.6,168.3,172.3,233.7,245.7,28.7,24.0,2.7,2.7,30.0,-11.4,-5.4,0
119.5,131.5,240.0,315.0,35.5,36.0,2.0,1.5,70.0,5.7,0.2,163.3,189.7,254.3,166.0,29.3,24.0,2.3,3.0,36.4,-8.3,-6.8,0
81.7,254.7,312.0,278.0,29.3,43.7,1.7,1.0,70.0,-16.6,-7.3,98.3,148.0,243.0,270.0,19.7,26.7,2.0,1.7,77.8,-16.7,-10.4,0
145.3,86.0,240.3,282.0,29.3,28.0,2.3,2.7,77.8,15.8,8.4,190.3,222.3,157.7,275.0,17.0,37.7,1.3,1.0,20.0,-8.9,-3.2,0
286.3,125.0,171.0,265.7,37.0,23.7,0.0,1.0,30.0,11.8,6.7,181.3,198.0,220.7,145.0,27.7,28.7,1.3,0.7,50.0,-19.7,-13.4,0
150.0,215.0,414.0,251.0,50.0,48.0,1.0,1.0,50.0,4.5,-1.3,120.0,206.0,168.0,230.0,16.5,28.0,1.5,0.5,50.0,-7.7,2.5,0
335.0,95.3,218.3,244.7,47.7,13.7,1.3,2.7,60.0,16.0,-1.0,225.0,16.0,203.5,322.5,40.0,24.0,0.5,1.5,18.2,5.9,-2.0,1
133.7,155.3,122.7,164.3,10.0,32.0,3.7,2.7,50.0,-11.3,0.2,100.0,133.7,201.3,191.3,19.3,22.7,2.3,2.0,50.0,-4.4,-4.4,0
71.0,128.5,242.5,335.5,25.5,27.5,1.5,3.5,70.0,-6.9,-7.1,79.0,106.0,290.0,325.5,34.5,32.5,3.0,2.0,20.0,1.1,0.6,1
136.3,52.0,168.7,167.7,27.0,8.7,0.3,2.0,60.0,8.9,6.4,226.7,88.7,120.3,137.7,27.3,5.3,0.3,2.0,60.0,12.2,2.6,0
194.0,213.3,200.7,238.7,23.3,27.3,1.3,1.7,70.0,12.7,4.4,162.0,217.3,161.7,324.7,31.7,28.3,1.7,3.0,50.0,4.0,-0.1,0
78.5,165.0,478.5,185.5,47.0,20.0,1.5,2.0,90.9,10.5,-9.5,110.0,98.0,239.0,423.0,17.0,42.0,1.0,1.0,50.0,-18.3,-17.3,0
170.3,98.0,134.0,151.3,21.3,11.0,0.3,1.7,30.0,2.1,-4.4,116.3,190.3,255.0,184.3,26.0,28.0,1.0,0.3,30.0,-5.0,-5.1,1
119.0,185.0,336.7,313.3,34.7,39.0,1.3,1.7,55.6,8.9,3.1,209.3,191.7,234.7,250.7,30.0,39.3,0.3,1.0,22.2,3.8,10.5,0
165.7,268.3,185.7,163.7,24.7,38.3,1.3,1.3,40.0,-15.0,-15.8,138.0,249.7,222.7,176.3,20.7,27.3,2.7,3.7,80.0,2.8,0.2,1
189.3,161.3,155.0,124.0,24.7,24.0,1.7,0.7,80.0,11.4,0.4,158.7,126.3,427.0,214.0,44.3,26.0,2.0,1.7,90.9,11.1,-4.7,1
155.7,86.3,236.7,167.7,28.7,12.0,2.3,1.7,70.0,6.5,-9.3,60.7,183.3,324.0,193.0,24.0,24.7,1.0,1.0,90.9,8.6,0.6,0
254.0,157.0,239.0,189.7,39.0,24.7,0.7,1.3,40.0,20.1,7.9,301.3,95.0,207.7,182.0,39.7,15.0,1.0,1.7,88.9,22.3,6.8,1
112.7,233.7,228.3,193.7,13.0,33.3,2.7,1.7,60.0,-15.1,-11.3,221.3,100.0,210.7,350.3,42.3,33.3,1.0,1.3,60.0,-4.5,-10.4,0
169.0,143.0,194.0,185.0,20.0,19.0,6.0,3.0,77.8,3.8,-5.5,53.0,305.0,234.0,207.0,10.0,45.0,3.0,0.0,33.3,-9.8,-12.1,0
140.0,177.0,198.0,118.0,13.0,14.0,0.0,2.0,40.0,-8.2,-7.7,39.0,130.0,106.0,195.0,3.0,27.0,1.0,0.0,36.4,-14.0,9.0,1
0.0,0.0,0.0,0.0,15.0,20.3,1.3,1.3,60.0,-3.2,-3.2,0.0,0.0,0.0,0.0,39.3,21.7,0.7,0.3,10.0,-1.8,-1.8,1
206.3,50.7,177.0,210.3,31.0,12.3,1.0,2.0,60.0,4.8,-1.0,92.0,311.7,285.0,155.7,29.3,36.3,2.0,1.0,80.0,-9.7,-3.4,1
211.0,23.0,267.0,362.0,49.0,24.0,1.0,2.0,18.2,4.6,-8.1,104.0,226.0,287.0,220.0,24.0,27.0,4.0,1.0,70.0,-1.6,-5.8,1
72.0,223.3,287.0,173.7,24.0,26.7,2.0,1.0,50.0,-12.9,-7.1,135.3,272.3,277.0,137.0,22.7,34.0,2.0,0.3,50.0,-14.9,-7.2,1
193.0,148.7,222.3,230.7,29.3,24.3,0.7,1.0,30.0,-8.1,-10.1,202.7,165.7,241.0,282.3,34.7,29.3,2.0,0.7,40.0,-3.1,-9.9,0
124.7,173.0,169.7,163.7,13.3,33.0,3.0,0.7,55.6,-12.0,0.3,109.7,183.7,210.7,209.0,17.7,29.7,3.7,1.7,36.4,-6.5,-2.3,1
313.7,59.7,142.3,129.0,30.7,8.0,2.0,1.3,88.9,31.3,12.0,269.7,175.0,171.0,240.7,31.3,32.0,1.7,2.0,50.0,2.5,1.3,1
165.3,175.7,270.7,353.0,36.3,28.7,1.3,4.0,60.0,-11.9,-9.7,241.3,239.3,310.7,212.7,41.0,28.7,1.0,2.3,40.0,0.1,-5.7,1
134.0,78.0,360.7,327.3,28.0,20.3,2.0,2.3,18.2,4.1,0.7,226.7,66.0,146.7,151.7,19.7,3.3,2.3,1.7,90.0,7.2,-2.6,0
180.7,78.3,238.7,163.7,32.3,9.7,1.7,1.0,60.0,17.9,2.2,81.0,121.0,274.7,187.7,32.7,23.3,1.3,2.3,70.0,10.6,2.4,1
147.7,163.3,207.0,248.3,28.7,33.7,1.3,0.7,70.0,2.6,3.5,204.0,250.7,189.3,183.3,23.7,20.3,1.3,2.0,20.0,9.1,7.7,1
103.7,223.7,173.0,228.0,17.7,38.3,1.7,1.0,20.0,-8.2,-3.1,108.7,215.7,393.3,272.3,39.7,39.0,1.3,1.0,60.0,2.4,-0.5,1
125.0,57.0,287.0,215.0,38.0,20.7,1.7,2.0,70.0,11.7,-0.2,183.3,204.3,159.7,278.7,19.7,40.0,2.3,1.3,70.0,-11.8,-4.0,0
211.7,76.0,163.7,222.0,22.3,13.3,1.3,1.7,80.0,19.6,8.4,142.0,151.3,245.3,221.3,34.0,22.7,0.0,1.0,70.0,-0.5,-5.8,0
120.0,137.5,187.5,179.0,20.5,20.5,1.0,1.0,80.0,-1.6,-7.0,111.7,155.7,150.0,220.3,13.3,28.0,0.7,0.3,36.4,-15.3,-11.2,1
124.0,184.0,286.0,191.0,26.5,18.5,1.0,1.0,50.0,13.7,3.6,175.0,324.5,118.5,120.5,26.0,34.5,2.5,1.0,40.0,6.1,4.1,0
160.3,112.7,204.3,376.7,28.7,29.3,2.0,2.0,30.0,10.8,5.4,68.7,207.7,326.3,243.3,22.7,33.3,1.0,0.0,40.0,0.0,2.4,0
186.7,154.7,176.3,233.3,13.0,24.7,1.3,1.0,30.0,-6.3,-6.9,154.7,237.7,342.7,272.0,32.3,39.0,1.7,1.3,50.0,-15.1,-11.5,0
180.3,82.7,255.3,329.3,35.7,31.3,1.3,1.7,80.0,-8.5,-8.2,317.3,244.0,95.7,272.0,25.0,43.0,1.7,0.7,30.0,-12.6,-5.2,1
161.7,151.3,370.7,210.3,45.0,20.7,1.3,1.7,33.3,20.9,9.5,182.0,177.7,170.7,284.0,15.7,34.0,1.3,0.7,66.7,3.0,9.0,1
122.7,304.7,154.7,170.3,13.7,45.0,1.7,1.3,50.0,-3.6,0.3,177.7,225.3,34.3,240.0,11.3,34.3,1.7,1.3,100.0,-6.0,-1.9,0
219.7,127.7,197.3,168.0,34.3,17.3,1.3,3.0,80.0,-5.1,-9.5,241.7,159.7,161.0,216.3,38.3,22.7,1.3,2.0,50.0,-6.2,-9.3,0
123.3,148.3,231.0,159.3,22.7,8.7,1.3,2.0,80.0,9.5,-0.9,96.7,115.3,255.3,188.3,23.7,21.3,2.3,2.7,70.0,3.0,3.6,1
183.3,47.3,238.7,229.0,35.0,13.3,3.0,2.0,40.0,7.7,-6.5,218.7,202.7,270.7,314.3,32.3,34.3,1.7,2.0,50.0,-1.7,-1.6,1
256.0,168.0,209.3,280.0,26.3,38.3,2.0,2.0,80.0,-2.0,-5.0,193.7,169.0,238.0,217.3,24.3,25.0,1.0,0.7,50.0,-12.5,-6.4,1
232.0,157.3,303.7,299.7,45.0,29.7,0.7,1.7,60.0,15.2,4.0,166.7,130.3,259.3,315.7,37.0,24.3,0.7,1.3,10.0,17.0,4.7,0
180.3,140.7,205.7,231.3,35.7,25.0,0.7,1.3,44.4,5.1,-3.6,201.3,213.7,276.7,203.0,29.0,27.7,1.0,1.7,33.3,-10.6,-8.1,0
237.7,199.7,253.3,231.7,36.7,30.0,1.0,1.0,30.0,11.3,2.6,135.3,116.3,301.0,288.7,33.7,29.0,1.0,1.0,70.0,-1.1,0.2,0
87.3,248.7,237.3,229.0,24.3,37.3,1.7,1.0,10.0,2.1,3.6,219.7,67.0,254.3,303.7,31.3,17.7,1.7,2.3,70.0,8.0,3.8,0
221.3,225.7,199.3,201.7,38.7,36.0,2.0,0.7,50.0,-1.4,-6.2,161.7,125.3,183.7,133.0,24.3,18.0,1.3,1.0,30.0,-18.7,-9.4,0
159.7,257.0,152.3,127.7,26.0,32.0,1.7,1.0,11.1,-9.6,-9.3,269.0,218.7,186.0,190.0,37.0,29.0,1.0,1.0,22.2,-5.6,-6.8,1
157.7,192.7,356.0,187.7,37.0,24.3,1.7,1.3,0.0,-16.3,-11.0,125.7,180.7,199.0,198.0,29.3,28.3,2.0,4.0,40.0,-12.2,-11.8,1
175.3,111.0,111.0,148.3,21.0,8.7,0.3,1.3,30.0,0.0,-4.3,59.3,183.7,202.7,153.3,9.7,25.3,2.0,1.0,60.0,-9.8,-4.2,0
199.0,90.5,162.5,238.5,27.5,10.5,0.5,2.5,44.4,4.4,-5.7,109.3,125.7,192.0,265.0,22.0,30.7,1.0,1.0,55.6,-11.1,-14.0,1
217.3,175.0,250.3,227.0,34.7,34.3,1.7,1.7,70.0,1.2,0.8,145.3,93.0,374.0,344.7,38.7,32.3,2.3,1.7,70.0,6.3,9.1,0
182.7,101.7,132.3,84.7,25.3,18.0,0.7,0.3,60.0,-1.4,-8.1,108.7,198.3,258.0,211.0,21.0,33.0,1.7,0.7,70.0,-3.9,-5.1,1
312.7,111.3,182.0,123.0,30.7,14.0,2.7,2.7,36.4,17.5,0.8,57.0,245.7,294.0,278.3,24.0,31.0,1.0,2.3,30.0,-11.2,1.2,0
129.3,158.0,325.3,278.3,32.3,34.0,2.0,1.7,40.0,8.3,3.9,205.0,131.7,181.7,411.0,35.7,32.3,1.3,1.7,44.4,6.8,2.6,0
181.7,105.7,314.0,296.3,37.7,29.3,2.7,2.7,50.0,15.7,3.4,354.7,46.0,95.0,247.3,37.3,11.7,2.7,1.7,90.0,12.4,3.5,1
141.0,192.7,292.0,248.3,39.7,23.7,0.3,3.0,11.1,9.6,0.3,199.0,141.7,182.3,311.0,24.0,28.3,1.0,0.7,44.4,6.7,3.5,0
200.0,76.3,124.3,139.7,26.0,7.7,2.3,3.3,50.0,6.2,-10.6,112.0,94.0,234.3,243.3,17.3,16.7,2.3,2.0,70.0,-2.1,-7.9,1
236.7,166.7,243.7,312.3,30.7,43.3,1.7,0.7,60.0,-5.9,-6.9,98.7,183.0,177.7,203.3,17.0,27.0,2.0,1.3,60.0,-16.1,-14.1,0
97.3,182.0,306.7,229.7,30.0,32.0,1.7,2.7,50.0,6.6,4.2,123.0,186.3,181.0,237.3,19.0,33.7,1.3,0.7,50.0,4.1,3.4,1
237.7,153.0,213.7,168.0,33.3,21.0,0.7,1.7,30.0,5.0,-5.7,91.7,268.7,320.3,255.3,32.3,46.0,2.3,1.7,10.0,-22.2,-10.8,0
129.0,81.0,239.0,221.0,29.0,14.7,0.3,1.7,77.8,10.9,2.1,178.7,167.7,315.0,272.0,43.7,27.0,0.7,1.3,77.8,22.4,1.9,1
285.0,201.5,226.5,227.5,31.5,26.0,3.0,1.5,40.0,2.8,-5.2,129.0,232.5,196.0,263.5,20.5,26.5,0.5,0.0,60.0,-4.0,-4.0,0
206.0,151.3,268.0,216.3,29.7,25.0,1.7,1.3,66.7,7.7,4.4,159.7,271.3,256.0,222.7,20.7,37.7,2.3,1.3,33.3,-2.6,7.0,0
86.0,168.7,281.7,342.0,26.3,40.7,1.0,1.3,30.0,-4.8,1.3,198.3,151.0,169.0,190.7,28.7,22.7,1.7,2.3,60.0,-4.3,0.7,0
212.0,29.0,110.0,283.0,22.0,21.0,1.0,3.0,50.0,3.4,-6.9,65.0,172.0,114.0,328.0,0.0,30.0,2.0,0.0,50.0,-20.8,-18.6,1
243.7,178.7,197.0,250.3,29.7,33.7,2.0,0.3,70.0,-1.8,-1.6,45.0,192.0,260.0,180.0,9.0,25.3,2.7,1.0,72.7,-7.0,-7.4,0
171.7,147.0,207.3,236.3,26.3,25.7,1.3,3.0,44.4,-8.7,-6.9,216.3,152.7,222.0,280.7,22.0,21.7,2.3,1.0,60.0,-5.6,-9.3,0
247.0,80.3,279.0,295.0,43.3,29.3,1.0,1.0,90.0,11.9,6.4,120.3,204.7,390.7,250.3,30.3,36.0,2.0,1.3,70.0,-6.5,-6.7,0
162.0,117.3,170.3,130.7,17.7,15.7,2.0,1.3,70.0,4.7,3.1,149.7,148.0,242.3,208.0,30.0,20.0,1.0,1.7,30.0,0.6,-5.9,0
182.3,205.0,211.3,135.3,33.7,25.3,2.0,3.0,50.0,-2.0,-3.8,185.0,99.0,286.3,221.7,30.3,24.7,1.0,0.7,66.7,-12.3,-13.1,1
261.7,198.0,162.3,370.0,30.3,41.3,1.0,0.3,10.0,-4.0,-5.9,94.7,163.3,242.7,246.0,15.7,26.0,0.0,0.7,30.0,-2.0,-1.0,1
220.7,238.0,227.3,389.3,26.3,52.0,3.0,1.0,60.0,-3.7,1.0,259.3,143.3,92.0,231.3,18.0,25.3,0.3,0.7,77.8,5.2,9.4,1
266.0,324.0,218.0,129.0,56.0,20.0,0.0,4.0,50.0,6.1,-18.8,328.0,265.0,401.0,290.0,58.0,42.0,1.0,4.0,70.0,15.8,-15.4,1
136.3,173.7,406.7,234.7,38.0,21.7,0.7,1.0,70.0,2.3,-9.3,260.7,235.7,255.0,293.3,34.7,44.7,2.0,1.7,40.0,-8.7,-11.5,0
229.7,175.0,186.7,161.3,16.0,27.3,3.0,1.3,36.4,3.5,-2.4,204.7,214.3,186.3,203.3,27.0,34.0,2.7,2.3,30.0,-3.3,-0.2,0
242.7,199.7,120.3,229.0,19.0,33.3,2.0,2.0,100.0,-5.8,-0.4,70.3,225.3,223.7,174.7,14.7,35.7,2.3,2.3,18.2,-8.6,-1.9,1
215.0,215.0,214.3,209.7,27.0,34.7,2.3,1.7,30.0,-2.4,-1.3,23.0,208.0,261.0,189.0,0.0,35.0,1.0,0.0,18.2,-3.1,-2.8,0
254.3,89.7,127.3,94.0,25.7,7.7,1.3,1.7,30.0,29.4,6.6,149.0,163.0,245.3,256.3,32.7,25.7,1.7,1.7,20.0,7.8,4.0,0
245.0,21.0,361.0,210.0,41.0,6.0,0.0,2.0,100.0,4.8,-17.2,221.0,233.0,121.0,286.0,17.0,35.0,1.0,3.0,50.0,-10.0,10.6,0
204.7,103.3,352.3,279.3,43.3,30.7,1.0,1.0,90.0,16.0,10.4,174.0,188.7,165.3,298.3,20.7,38.0,3.3,2.0,70.0,2.9,0.8,0
172.7,104.3,197.3,273.0,32.3,29.0,1.7,0.3,66.7,6.4,-4.0,161.7,192.7,244.3,238.0,17.0,29.7,1.0,0.3,66.7,-21.1,-14.4,0
135.0,57.0,300.3,344.3,26.0,19.3,2.3,2.7,50.0,-0.8,-4.6,285.0,101.3,283.0,172.0,43.7,18.0,1.0,1.3,50.0,18.7,-2.2,1
257.7,90.7,185.3,236.0,33.0,17.0,1.7,2.7,40.0,17.1,5.2,66.0,66.3,211.3,271.7,16.0,30.3,2.0,1.7,50.0,5.9,2.4,1
88.0,155.7,385.0,261.3,31.0,25.3,2.0,1.3,60.0,-2.7,-7.4,146.7,147.3,254.7,179.0,33.0,21.3,2.3,2.0,70.0,6.0,3.0,0
62.0,236.5,289.0,263.5,27.5,38.5,3.5,1.5,30.0,-8.3,-6.7,87.0,185.0,186.0,353.0,10.0,41.0,1.0,1.0,40.0,-12.6,-9.9,1
174.3,62.7,165.7,216.0,22.7,14.7,0.7,1.7,20.0,-7.7,-8.2,78.7,220.7,157.0,153.0,10.0,29.7,2.3,0.7,70.0,-21.5,-15.8,1
89.0,31.0,415.0,215.0,28.0,35.0,2.0,1.0,55.6,5.2,2.9,59.0,131.0,208.0,298.0,31.0,26.0,2.0,2.0,44.4,-7.2,-13.4,1
250.3,58.7,227.3,107.7,34.3,1.0,0.0,1.7,60.0,21.7,-0.6,284.3,234.3,147.7,162.0,29.3,20.0,1.7,1.3,30.0,6.5,-1.7,1
90.0,109.0,386.0,294.0,38.0,34.0,2.0,2.0,80.0,6.7,5.0,301.0,125.0,117.0,261.0,30.0,27.0,2.0,2.0,90.0,5.4,-2.9,1
67.5,208.5,216.0,153.5,24.0,33.5,1.5,2.0,81.8,-7.8,-3.5,66.7,148.0,218.3,135.0,16.7,17.0,2.0,1.0,40.0,2.5,-1.4,1
104.0,140.0,337.0,206.0,35.0,37.0,1.0,1.0,50.0,1.8,5.2,205.0,265.0,142.0,174.0,28.0,38.0,1.0,0.0,55.6,-2.3,1.6,0
203.7,80.0,207.3,163.7,20.7,4.3,1.3,1.0,30.0,12.3,2.5,194.0,91.3,260.7,359.0,27.3,26.0,2.3,0.7,70.0,7.3,1.3,1
236.7,176.7,197.0,276.0,29.7,29.0,2.7,1.3,70.0,4.7,-4.5,167.7,172.0,107.0,297.0,14.7,42.3,3.0,0.7,50.0,-9.1,-4.6,1
186.0,133.0,385.0,225.0,44.7,18.7,1.3,2.3,70.0,2.3,-8.6,164.3,270.3,319.3,257.0,27.7,37.3,1.3,1.0,20.0,-8.9,-7.3,0
156.0,83.5,84.0,239.0,22.0,27.0,1.0,3.0,80.0,5.7,6.5,39.5,185.5,99.0,224.0,5.0,42.5,4.0,1.0,50.0,-26.7,-3.2,1
218.7,304.0,198.7,165.3,34.3,33.0,1.0,1.3,77.8,-0.4,1.8,286.0,161.0,123.3,232.0,27.3,27.3,1.0,1.7,50.0,6.9,6.9,0
140.7,180.3,198.0,246.0,23.0,23.7,2.0,3.0,60.0,2.4,3.3,20.7,195.3,339.3,261.3,22.0,35.0,3.3,2.7,50.0,-11.3,-8.3,1
