f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,label
190.3,279.0,138.3,197.7,25.0,44.7,1.7,0.7,30.0,-12.6,-7.7,147.3,223.3,218.7,222.0,36.0,27.7,0.7,1.3,36.4,-6.5,-13.4,1
303.4,167.0,138.4,301.6,33.6,35.6,1.4,1.6,90.0,0.8,-4.2,91.8,285.4,292.8,273.6,22.8,38.6,1.6,1.8,9.1,-8.0,-4.9,1
118.3,155.3,128.3,189.0,12.3,32.7,2.7,2.3,70.0,-17.8,-9.6,189.0,94.0,227.7,184.3,24.3,17.3,2.3,2.0,70.0,2.7,-10.1,0
168.3,149.3,393.0,309.0,48.5,28.8,1.0,1.8,88.9,28.9,14.4,134.8,148.8,194.5,213.3,23.5,29.3,1.8,1.5,66.7,6.8,10.0,0
96.0,140.4,169.2,258.0,19.8,33.8,1.4,1.6,44.4,-21.4,-15.7,174.5,180.5,204.8,327.5,25.5,46.0,2.0,1.3,50.0,-22.4,-11.8,0
228.0,160.0,178.7,254.7,32.9,25.0,1.1,3.0,40.0,-3.3,-9.6,111.6,246.5,284.9,259.8,23.3,41.3,2.1,0.9,36.4,-19.7,-11.4,0
142.2,147.0,188.8,203.2,22.1,23.4,1.9,1.1,44.4,11.9,8.9,188.3,138.5,246.5,199.9,29.2,25.1,1.5,1.4,77.8,-7.0,-11.7,1
172.4,244.6,235.1,220.6,28.4,36.8,1.2,1.6,70.0,-3.2,-2.2,225.0,162.6,242.6,191.0,29.4,24.7,2.0,1.0,30.0,10.0,5.6,1
156.5,100.0,142.0,177.0,27.5,15.0,2.0,2.0,90.9,11.0,-0.9,123.7,199.3,160.0,117.0,16.0,18.3,1.3,2.0,80.0,1.9,-4.1,1
170.3,181.2,275.8,235.2,34.2,28.3,1.5,1.3,50.0,0.4,-5.1,97.7,87.7,208.5,184.0,19.5,17.0,0.7,2.2,30.0,8.6,4.3,0
297.0,148.7,247.0,260.3,49.3,19.7,2.3,2.7,90.0,21.3,-3.2,42.7,139.3,336.0,333.0,25.0,30.7,2.3,1.3,50.0,-13.4,-15.1,0
170.1,111.7,255.2,183.2,33.7,21.9,1.4,2.0,18.2,12.0,6.3,157.2,116.8,218.4,195.7,32.7,20.6,1.7,2.6,60.0,12.6,5.2,0
57.0,117.5,215.5,299.0,17.0,32.0,2.5,2.0,40.0,1.6,0.4,129.3,211.7,228.0,155.7,26.3,24.7,2.3,2.3,80.0,3.4,-3.6,1
127.7,178.8,329.0,343.8,30.1,40.0,1.8,0.8,60.0,-10.9,-8.4,158.3,156.0,149.9,251.2,23.1,28.3,1.6,1.8,40.0,-16.0,-15.5,1
330.7,151.7,163.3,200.3,39.0,18.7,1.7,2.0,77.8,13.9,0.3,255.5,91.5,205.5,112.0,31.5,12.0,2.5,1.0,33.3,3.5,-10.9,0
170.8,175.7,436.1,219.7,52.8,23.5,1.0,2.0,80.0,15.6,-7.2,208.5,135.6,256.5,272.5,35.7,25.7,2.5,2.3,30.0,7.1,1.3,1
258.3,136.7,184.1,196.7,39.1,19.3,1.0,1.8,30.0,5.0,-8.3,152.1,154.6,215.1,217.8,29.3,30.3,1.7,1.1,70.0,-3.6,-4.8,1
198.5,165.0,204.3,256.7,19.5,38.5,1.8,1.2,90.0,-17.3,-8.3,114.7,210.2,148.2,225.2,13.0,38.0,1.8,1.3,50.0,-18.5,-9.3,1
162.8,192.8,188.0,223.3,17.8,31.8,2.0,1.0,22.2,-13.9,-12.3,90.0,153.8,249.8,218.5,17.8,28.3,1.0,1.3,55.6,-3.7,-3.5,1
126.0,197.4,206.8,187.6,18.7,26.6,2.3,2.3,70.0,0.9,4.4,107.0,235.8,196.0,273.6,16.4,49.1,2.7,1.4,30.0,-24.3,-9.4,1
217.6,117.5,238.2,221.2,36.4,21.3,1.3,1.8,80.0,18.5,6.4,184.2,142.4,322.6,262.8,42.5,26.3,0.3,2.2,80.0,16.3,5.2,0
192.7,146.7,258.0,253.0,36.3,28.3,1.7,2.3,10.0,7.8,-2.8,157.0,164.0,204.3,177.7,31.7,22.3,2.0,2.7,50.0,-1.8,-5.9,1
235.9,159.6,263.5,197.1,41.2,17.4,0.5,2.0,60.0,11.8,-6.1,199.4,156.9,339.1,249.0,38.6,24.5,0.9,1.0,60.0,4.9,-7.7,0
90.9,210.1,232.3,254.4,20.3,28.0,1.4,1.7,36.4,-8.4,-5.9,137.5,226.8,128.2,204.6,10.1,36.6,2.1,1.6,40.0,-23.6,-10.2,1
125.2,149.3,184.3,240.2,20.7,24.2,1.0,1.5,50.0,0.9,1.8,184.5,151.0,139.3,252.3,18.0,23.8,1.1,1.5,70.0,-1.6,3.8,1
127.3,117.6,175.7,244.9,21.9,28.0,2.0,2.6,60.0,-9.2,-5.1,173.0,202.6,109.2,259.4,19.6,34.4,1.8,1.4,40.0,-17.8,-16.0,0
134.9,162.1,296.5,295.0,28.6,32.3,2.0,1.8,90.9,2.0,1.0,157.1,222.0,314.0,215.1,36.4,32.3,2.1,1.4,80.0,-0.8,-6.5,1
168.7,190.6,240.4,225.7,27.3,29.0,1.0,1.7,55.6,-9.3,-10.6,194.8,125.3,200.6,177.2,22.4,16.7,1.3,1.9,44.4,-8.2,-14.2,1
123.3,186.3,254.6,301.0,16.9,49.9,2.6,0.6,90.0,-31.1,-6.8,136.3,228.3,115.2,180.3,10.5,31.3,1.5,1.2,80.0,-14.4,-9.5,1
187.3,111.7,252.2,246.8,32.2,26.5,1.8,1.2,50.0,13.0,5.5,137.0,150.7,345.7,220.7,31.8,29.8,2.0,1.7,90.9,12.3,9.9,1
235.8,138.3,186.7,198.0,31.8,21.3,1.3,1.7,80.0,13.9,6.9,208.5,109.7,241.7,174.0,37.8,12.4,1.0,1.5,80.0,27.4,9.0,1
112.6,122.0,248.4,232.0,24.9,22.4,2.4,1.4,70.0,4.1,-0.6,241.0,121.1,113.4,174.7,22.0,13.9,1.0,1.7,36.4,6.8,-3.4,0
142.9,207.0,242.3,272.9,23.0,40.7,1.9,0.8,50.0,-18.1,-12.4,164.4,190.6,164.8,261.3,16.9,39.8,3.3,2.0,11.1,-27.6,-15.3,1
224.0,121.0,187.3,141.5,36.8,11.3,1.3,2.3,40.0,19.4,8.0,81.0,232.7,319.0,229.3,22.0,40.0,2.0,0.7,90.0,-4.4,-6.0,1
158.8,102.9,231.2,168.2,25.7,11.7,1.3,1.7,40.0,12.7,-0.7,120.9,167.9,231.7,246.6,24.7,30.2,1.6,2.7,100.0,-7.5,-3.4,0
197.0,143.8,242.0,233.5,34.8,23.3,1.1,2.1,80.0,16.9,6.1,114.4,224.3,247.4,231.1,20.3,34.0,1.9,0.6,30.0,-2.8,4.1,0
305.0,133.8,420.0,196.8,63.0,18.0,1.3,2.0,50.0,30.0,3.0,234.0,134.8,201.0,179.5,31.0,18.8,1.4,1.8,80.0,11.6,1.2,0
114.5,89.5,205.8,275.0,21.0,20.6,1.4,2.1,40.0,-4.1,-5.3,150.9,228.0,432.0,267.6,40.5,33.0,1.5,2.4,80.0,7.2,1.1,0
181.7,126.1,229.8,235.1,32.1,18.6,1.2,2.3,72.7,7.0,-1.6,184.2,126.2,276.5,287.3,33.6,27.5,2.0,1.6,90.0,6.1,-1.0,0
208.0,11.0,258.0,326.0,56.0,27.0,2.0,5.0,50.0,-7.1,-22.2,188.0,216.0,265.0,222.0,24.0,41.0,2.0,0.0,72.7,-9.9,2.8,1
148.6,160.4,185.8,159.6,22.6,29.2,2.4,0.6,70.0,-4.2,-4.9,156.2,72.0,263.3,299.0,37.5,16.8,2.0,3.2,70.0,14.8,0.7,0
221.0,59.0,125.0,141.0,45.0,0.0,1.0,1.0,50.0,0.2,-22.3,154.0,312.0,168.0,173.0,10.0,42.0,1.0,0.0,50.0,-6.6,-7.7,0
109.0,145.7,284.5,252.2,24.3,23.5,2.0,1.7,80.0,2.5,1.4,97.8,185.8,254.0,212.0,24.0,31.0,2.8,2.8,60.0,-9.7,-10.2,0
39.0,200.0,194.0,144.0,7.0,24.0,2.0,1.0,30.0,-1.8,4.8,160.0,68.0,256.0,308.0,30.0,7.0,1.0,2.0,80.0,13.5,-1.6,0
259.0,185.0,192.3,269.5,40.3,25.8,1.0,2.0,30.0,17.2,8.5,108.3,155.5,323.0,323.8,34.8,37.0,0.8,1.0,66.7,0.6,1.6,1
253.5,114.0,292.6,177.5,44.9,19.8,1.4,1.5,100.0,27.0,8.9,194.2,116.8,166.2,144.4,26.3,17.1,1.4,1.3,77.8,13.3,6.2,1
85.0,117.3,195.3,254.7,18.7,20.7,3.0,2.7,40.0,-8.6,-9.1,115.7,193.7,164.0,190.3,14.7,34.3,2.3,1.7,72.7,-13.9,-10.8,0
209.4,132.9,252.2,273.2,33.6,25.5,2.6,2.3,30.0,6.4,2.0,177.2,177.6,203.0,258.9,27.3,28.0,2.2,1.6,20.0,-9.1,-8.5,1
142.8,144.3,321.1,285.8,37.2,33.5,1.6,0.9,80.0,4.1,0.8,143.4,145.3,223.5,225.5,27.3,24.3,1.5,1.9,40.0,-2.6,-6.2,1
128.3,82.5,198.0,215.7,18.6,18.6,2.5,1.8,70.0,2.0,2.2,237.4,123.8,193.5,251.2,32.2,22.8,2.1,1.6,60.0,7.2,0.5,1
179.3,146.8,330.8,267.5,33.5,23.2,1.5,1.3,20.0,8.1,0.1,185.7,149.0,371.4,221.6,46.3,19.1,0.9,1.9,100.0,23.7,8.2,0
212.0,162.8,147.8,211.4,28.7,29.4,1.0,1.6,20.0,-10.8,-9.6,207.9,179.6,222.0,304.6,29.7,34.7,2.0,1.7,10.0,-8.7,-7.5,0
171.4,144.4,224.6,255.4,27.6,25.8,1.9,1.9,72.7,5.5,3.2,127.5,92.8,181.6,230.9,18.2,25.5,2.4,1.8,30.0,-7.2,-2.8,1
195.7,163.7,299.0,275.9,36.2,24.6,1.1,2.0,70.0,13.8,6.6,166.2,160.4,274.6,277.7,36.4,27.6,1.1,2.3,70.0,13.2,5.5,0
159.8,194.6,256.0,294.0,24.0,42.2,2.6,1.0,50.0,-11.4,-9.0,259.2,166.4,64.8,224.8,21.2,27.8,2.0,1.2,55.6,-16.1,-13.3,0
103.0,262.0,401.0,250.0,20.0,38.0,5.0,0.0,20.0,-9.8,-14.3,225.5,235.0,185.0,167.5,24.0,26.5,0.5,0.5,11.1,-10.7,-14.2,1
117.2,195.3,238.9,293.4,17.3,37.2,2.2,1.8,30.0,-21.1,-9.8,183.7,129.1,271.4,223.1,35.1,22.1,2.1,1.8,70.0,6.6,-4.9,1
190.1,134.0,216.4,237.4,30.1,24.8,1.9,2.0,60.0,-1.8,-9.5,254.1,162.9,79.6,247.6,29.9,23.4,0.5,2.8,44.4,-2.1,-9.2,0
168.3,170.0,280.0,195.2,26.7,26.7,2.8,1.4,80.0,-7.0,-9.4,173.6,137.7,154.4,262.2,24.9,27.2,1.2,2.0,40.0,-13.9,-15.3,1
192.2,248.8,266.8,217.0,32.4,28.4,1.0,2.2,70.0,5.7,2.2,246.0,113.2,209.2,168.4,31.2,13.0,1.2,1.8,80.0,14.3,0.6,0
142.5,120.5,238.0,181.0,23.5,15.0,2.5,0.0,60.0,2.9,-5.4,88.0,184.0,174.0,156.0,10.5,32.0,2.5,2.0,70.0,-8.3,-7.8,1
266.4,112.5,111.5,212.5,31.8,18.8,1.5,2.2,36.4,11.4,2.9,129.6,163.2,194.5,175.4,16.8,26.1,2.3,1.6,50.0,-9.6,-5.7,0
114.3,151.0,276.7,191.0,25.7,27.3,2.3,2.7,10.0,-4.7,-3.9,157.3,164.0,176.0,191.0,19.0,31.3,2.0,2.0,90.0,-17.5,-7.5,1
221.8,134.0,172.3,254.7,31.2,23.8,1.3,2.3,50.0,6.4,6.4,173.8,181.9,206.7,269.9,20.5,33.3,2.5,1.9,60.0,0.5,0.5,1
166.9,183.4,230.5,197.0,33.6,27.0,1.5,1.6,33.3,9.8,5.9,187.0,141.6,177.9,237.9,29.1,18.3,0.6,1.6,66.7,4.9,-3.0,1
170.8,129.8,285.0,240.0,35.2,20.6,1.3,2.3,40.0,8.5,0.1,127.3,110.9,266.3,359.6,28.3,35.4,2.5,1.6,50.0,-7.5,-6.5,1
147.6,158.9,221.3,238.9,25.9,28.6,2.1,1.3,66.7,0.4,3.0,159.0,159.8,259.9,229.5,26.4,28.8,1.8,2.0,100.0,0.9,2.8,1
199.8,99.3,262.2,275.5,36.0,24.6,2.1,1.8,70.0,11.5,2.9,146.6,102.7,259.1,232.3,32.2,20.1,1.5,2.1,70.0,12.3,4.3,0
198.8,213.6,271.7,257.7,33.7,32.7,1.6,1.2,40.0,-4.4,-4.9,211.9,145.3,235.4,247.3,32.2,24.2,0.6,1.7,60.0,-5.9,-14.6,1
179.1,233.4,194.3,208.9,31.4,29.1,1.7,1.0,70.0,-1.9,-4.5,117.8,198.0,145.1,258.4,20.1,35.0,1.8,1.6,50.0,-15.9,-6.5,1
46.4,35.2,54.7,35.4,29.8,20.2,1.1,0.8,80.0,5.2,5.2,27.9,16.3,34.6,43.5,31.6,21.2,0.5,0.8,70.0,7.0,7.0,0
186.3,95.0,204.1,151.3,38.7,19.6,1.0,2.4,60.0,19.8,5.2,189.4,66.3,166.1,142.1,31.5,11.1,1.5,1.5,100.0,17.3,2.6,1
214.2,197.6,205.6,238.2,27.6,33.4,1.6,2.0,10.0,-6.8,-4.0,197.3,213.3,301.8,279.0,32.5,33.5,1.5,0.5,50.0,-3.4,-5.6,0
140.8,151.6,196.8,247.8,14.8,30.4,2.2,1.4,80.0,-17.7,-11.2,161.3,166.8,235.3,317.3,23.5,37.0,2.7,1.7,70.0,-14.7,-7.0,1
217.0,39.8,217.8,151.5,37.7,7.0,1.2,1.5,80.0,25.3,7.1,103.5,185.5,164.0,220.0,17.8,24.8,2.3,1.8,90.9,-4.5,-4.2,1
222.4,121.4,288.2,242.0,44.4,26.6,1.6,2.0,70.0,8.3,-1.1,106.0,175.8,257.0,202.8,21.5,26.3,1.0,1.0,22.2,-4.2,0.1,0
169.0,71.5,211.8,256.8,28.0,16.9,1.5,2.1,30.0,13.1,5.6,207.5,147.2,281.2,273.2,37.7,25.0,2.0,2.5,30.0,9.4,1.4,0
107.0,112.0,318.0,175.0,31.0,10.0,0.0,3.0,30.0,3.8,-7.3,131.0,96.0,152.0,233.0,30.0,31.0,2.0,0.0,50.0,-1.0,-2.5,1
113.8,115.3,227.8,196.2,19.2,20.5,2.7,2.2,18.2,1.2,0.0,163.0,100.2,232.7,182.2,30.0,15.0,1.2,1.5,80.0,12.4,3.5,1
141.0,124.7,223.7,185.0,24.3,17.7,1.0,0.7,90.0,8.7,2.1,109.3,192.8,256.0,283.5,22.3,30.0,1.8,1.5,90.9,-4.0,1.5,1
206.2,115.5,209.7,210.3,30.8,17.8,1.5,1.6,40.0,21.1,13.0,162.9,137.6,347.7,191.6,46.8,17.5,0.7,2.0,88.9,30.1,9.7,1
247.9,129.0,61.4,154.3,18.9,15.1,0.7,2.7,30.0,4.5,-0.7,131.9,136.6,224.0,282.6,23.0,31.4,1.4,2.0,20.0,-8.2,-3.9,0
170.3,176.4,159.4,144.9,22.4,22.7,2.0,1.1,40.0,-9.9,-11.4,169.7,92.0,226.0,198.3,24.0,18.4,0.7,1.4,20.0,-6.1,-7.0,0
112.1,106.9,208.1,207.1,22.0,21.1,2.0,1.6,40.0,2.1,0.0,131.6,169.3,309.4,251.0,25.0,28.0,1.7,1.6,18.2,-3.5,-3.8,1
204.7,168.3,298.0,293.2,40.5,25.5,0.3,2.2,90.0,21.5,8.1,102.7,136.0,379.8,426.3,39.3,42.5,1.7,1.3,60.0,1.1,1.9,0
135.0,135.0,518.0,214.0,56.0,3.0,0.0,2.0,90.9,14.3,-16.9,121.0,54.0,206.5,278.0,32.0,16.5,0.0,0.5,50.0,0.0,-16.5,0
158.0,112.6,266.0,225.4,34.0,19.4,2.0,2.4,80.0,13.5,2.6,119.0,201.3,175.3,172.8,15.5,29.5,2.0,2.0,70.0,-1.3,1.8,0
200.5,135.9,270.6,195.1,36.9,18.8,1.5,2.1,90.0,14.7,2.4,310.5,141.8,126.2,266.3,36.5,32.3,1.1,1.6,90.0,4.3,-1.6,0
123.0,138.0,248.3,221.7,25.7,25.0,1.7,1.5,100.0,13.2,9.9,179.1,152.6,191.9,244.4,24.9,28.4,2.1,2.3,50.0,5.9,5.9,0
205.3,108.5,162.8,216.5,25.0,24.0,1.8,1.8,80.0,0.9,-2.4,173.4,188.8,324.6,207.0,26.4,22.6,3.0,1.6,60.0,-4.5,-6.3,0
129.5,216.4,305.0,215.4,26.3,30.9,1.3,2.1,72.7,-13.2,-12.4,169.7,197.4,240.9,297.6,26.2,38.4,2.6,1.9,70.0,-17.3,-10.3,0
226.2,158.0,221.0,270.7,29.0,29.1,1.2,1.3,20.0,7.5,6.6,262.8,156.4,220.3,230.9,33.6,24.6,1.2,1.1,90.9,14.0,5.7,0
96.2,147.7,426.7,273.8,40.7,28.2,1.5,2.3,80.0,1.3,-6.7,155.9,203.8,306.9,195.7,34.3,21.0,1.8,1.6,50.0,3.6,-6.0,1
100.5,120.4,271.8,195.8,26.4,22.8,2.2,1.6,50.0,4.7,0.9,204.7,94.5,175.9,142.2,34.8,10.6,1.5,1.7,30.0,19.2,3.5,0
184.4,109.0,243.6,181.1,33.3,12.9,1.1,2.1,80.0,18.3,5.6,76.2,179.0,207.2,255.8,18.0,33.0,1.4,1.6,70.0,0.4,3.7,0
138.6,201.8,265.8,254.4,28.9,30.4,1.8,1.6,50.0,-8.7,-8.0,144.3,190.7,199.7,188.8,22.2,26.0,2.8,1.0,10.0,-12.3,-15.2,1
180.1,144.6,160.2,170.2,28.5,18.5,1.6,2.3,60.0,12.4,6.5,167.1,126.8,275.8,241.0,30.4,21.5,2.3,2.0,100.0,10.7,4.7,0
185.9,152.1,307.9,249.6,41.0,24.0,0.1,2.1,80.0,16.7,4.5,108.4,121.6,260.3,299.4,21.9,26.7,0.7,1.7,60.0,-4.2,-2.9,1
157.4,110.6,345.9,287.8,41.4,28.1,1.7,1.3,77.8,6.7,-3.2,122.3,210.1,211.5,224.3,23.8,30.8,1.6,1.9,88.9,-14.5,-10.5,1
205.9,58.8,228.5,204.1,33.4,13.8,1.0,1.8,77.8,19.4,5.2,170.8,137.2,235.7,294.3,29.3,32.0,1.7,1.2,33.3,2.0,2.8,1
145.0,45.8,336.2,307.4,38.2,19.2,1.8,3.8,9.1,8.6,-4.7,33.0,189.8,152.7,153.7,11.0,28.7,2.0,2.7,80.0,-6.4,6.3,1
87.4,156.0,248.2,172.9,24.4,20.5,2.5,2.5,50.0,2.6,-1.5,184.8,194.0,213.9,242.3,23.8,30.5,2.5,2.1,60.0,-2.1,3.4,0
319.3,154.6,116.5,222.8,34.2,26.1,1.8,1.3,80.0,0.5,-5.8,137.5,217.6,256.0,184.9,24.3,28.8,1.8,1.7,70.0,-6.1,-3.6,0
162.0,124.9,199.6,188.6,29.1,14.9,1.3,2.9,72.7,7.1,-1.9,172.3,170.6,272.7,175.0,28.1,23.0,2.4,1.3,50.0,6.6,-0.3,0
195.0,49.3,236.7,134.3,30.7,10.0,2.0,2.7,70.0,7.5,-7.7,127.0,83.7,99.0,237.0,8.7,16.3,1.7,2.3,30.0,-8.1,-5.7,0
235.0,147.3,269.2,268.5,42.3,28.3,0.5,1.3,60.0,16.1,7.0,150.8,138.3,252.8,305.3,29.8,38.2,1.7,0.8,36.4,4.9,5.4,1
22.0,168.0,433.0,237.0,47.0,44.0,3.0,4.0,44.4,6.8,-4.9,116.0,222.0,224.5,246.0,20.5,53.0,4.0,1.5,20.0,-13.6,-8.2,0
317.0,138.4,56.7,234.7,23.9,23.1,1.3,1.6,80.0,-2.2,-2.7,100.1,117.3,175.1,259.3,13.4,33.3,2.9,1.7,50.0,-15.3,-4.2,1
122.2,100.8,177.3,179.8,17.3,18.2,1.7,1.8,70.0,4.3,4.1,104.8,181.0,178.0,143.0,12.8,22.2,2.0,2.0,45.5,-5.6,-3.0,0
245.3,170.6,200.8,190.0,27.5,24.0,1.5,1.3,30.0,0.1,-6.3,206.0,172.0,287.6,277.0,34.8,30.7,1.8,1.2,90.0,-3.4,-6.7,1
224.7,73.0,164.7,257.0,33.3,19.3,0.7,2.7,60.0,8.2,-2.1,155.0,115.0,194.0,155.0,32.0,12.7,2.0,3.7,80.0,7.9,-4.9,0
137.1,107.0,264.8,263.0,23.4,24.4,1.7,1.6,55.6,3.4,2.0,145.4,219.3,288.4,187.8,31.0,26.2,1.2,1.0,44.4,9.3,3.5,0
312.0,154.0,173.0,168.0,42.0,10.0,0.0,1.0,36.4,7.3,-14.4,135.0,105.0,139.0,216.0,24.0,10.0,1.0,3.0,40.0,-1.7,-13.3,1
201.0,157.8,240.5,221.3,30.9,24.9,1.3,2.4,70.0,-0.8,-5.3,43.2,232.9,265.2,260.3,19.7,39.4,3.0,1.3,70.0,-18.5,-7.6,1
198.1,134.5,262.3,181.0,45.3,18.8,0.9,2.7,60.0,17.5,-0.5,133.5,224.9,93.5,201.4,11.0,31.9,2.3,1.3,30.0,-26.0,-13.0,0
194.5,112.3,169.2,326.1,31.0,27.2,1.2,1.9,44.4,7.3,4.0,120.0,138.3,269.9,239.6,29.8,20.8,0.8,1.7,60.0,10.1,6.6,1
183.5,99.6,178.6,218.4,19.9,17.1,1.8,1.8,90.0,5.3,0.8,56.1,167.8,223.3,271.3,18.9,34.3,1.9,1.4,50.0,-11.8,2.5,0
323.2,148.8,217.6,251.5,49.7,22.7,1.5,3.3,90.0,25.4,6.8,186.9,121.5,216.0,249.1,39.7,22.2,0.9,2.7,50.0,19.8,8.7,1
124.9,174.4,266.3,196.9,29.4,25.4,1.6,1.1,70.0,-0.9,-5.6,103.1,177.1,156.0,196.7,16.6,27.6,1.0,1.8,20.0,-19.9,-13.3,1
78.3,155.0,198.6,207.9,16.7,33.8,2.5,1.4,80.0,-11.4,-4.1,101.8,176.0,127.6,228.8,10.8,38.5,2.1,1.4,50.0,-22.1,-6.6,0
230.8,174.4,155.8,267.3,26.5,34.4,1.3,0.9,77.8,-12.9,-11.2,224.5,146.5,210.0,317.3,34.8,30.8,1.5,2.1,44.4,-3.1,-5.7,1
129.5,226.5,182.9,238.4,15.8,31.8,2.6,1.5,30.0,-20.3,-13.2,216.4,162.8,163.9,233.1,20.5,32.8,2.1,1.3,40.0,-13.8,-10.2,1
134.3,153.8,256.6,265.0,31.9,31.4,1.6,1.3,55.6,2.8,3.5,193.6,185.9,198.8,274.5,25.8,38.9,2.8,2.1,88.9,-6.3,2.3,0
132.9,231.3,263.6,213.1,27.9,34.4,2.0,1.4,22.2,3.0,4.6,170.1,105.6,228.4,134.3,29.4,11.7,1.4,1.9,33.3,12.6,0.6,0
194.1,140.0,191.9,189.0,23.9,24.9,2.4,2.0,30.0,3.9,3.3,172.3,146.7,304.0,220.3,34.3,27.8,1.5,1.7,70.0,6.3,1.9,0
146.0,403.0,146.0,43.0,23.0,20.0,0.0,3.0,80.0,0.2,-13.1,141.0,98.0,471.0,60.0,59.0,7.0,1.0,1.0,50.0,3.0,-28.2,1
183.3,181.4,163.5,221.6,24.3,28.3,1.5,1.6,40.0,4.8,7.1,98.8,223.2,164.7,223.0,17.0,30.0,2.0,1.3,90.9,-5.0,0.1,1
279.4,136.7,279.3,232.7,52.9,20.4,1.7,3.3,90.0,27.0,6.0,144.4,215.3,214.4,217.6,21.8,34.1,1.4,1.3,70.0,-3.0,6.2,0
107.3,238.7,259.0,321.3,17.7,43.7,1.3,1.7,80.0,-11.8,-5.6,125.8,185.5,243.3,197.8,23.8,31.8,2.3,1.8,20.0,-2.1,7.4,1
126.0,90.8,261.3,271.0,29.0,23.8,1.0,1.5,80.0,19.7,5.7,268.8,172.4,204.2,224.4,43.8,24.0,0.8,1.4,70.0,17.9,6.0,1
183.8,224.3,282.5,175.5,39.8,21.8,1.5,2.3,40.0,5.4,-7.5,174.5,153.8,198.3,189.8,31.8,37.0,2.0,1.5,60.0,-9.0,-6.4,1
132.7,171.7,242.7,212.9,26.2,26.0,1.8,1.6,70.0,9.3,9.0,108.2,183.6,181.1,233.8,16.8,35.5,2.5,1.0,80.0,-11.3,-3.3,1
281.7,162.9,53.3,248.3,20.7,32.1,1.6,1.3,55.6,-19.3,-13.3,92.6,129.0,198.6,250.9,16.6,28.3,2.0,1.4,72.7,-12.6,-6.1,1
121.3,103.3,198.8,289.2,28.5,29.3,1.8,2.3,80.0,-10.9,-10.1,145.5,193.7,227.8,213.7,23.2,33.3,2.3,1.5,30.0,-8.2,-5.2,0
110.2,205.2,303.8,250.0,26.6,38.6,1.8,1.6,22.2,-16.9,-11.4,184.5,168.8,220.0,248.8,37.3,34.0,2.5,2.5,66.7,-5.8,-10.8,0
124.3,190.7,245.6,224.2,26.5,29.8,1.8,1.8,60.0,-11.8,-11.8,183.8,213.9,185.8,213.1,21.1,28.5,1.5,1.2,40.0,-6.5,-6.5,1
179.3,56.5,230.5,310.0,38.3,18.3,1.5,3.3,70.0,11.2,-3.7,106.5,70.8,225.8,229.3,15.3,18.0,1.3,0.5,70.0,-7.6,-9.6,0
202.0,91.5,208.3,263.5,31.8,28.0,1.0,2.8,60.0,-8.2,-13.2,167.5,242.3,189.3,338.0,14.8,55.8,3.0,1.3,30.0,-22.3,-13.2,1
171.4,210.6,167.2,296.6,24.6,38.2,1.0,2.0,77.8,-0.3,6.0,163.5,159.8,358.3,203.3,42.0,22.3,2.0,1.8,77.8,19.4,7.5,0
187.8,212.5,164.3,260.8,22.0,33.0,0.8,1.8,11.1,-10.0,-7.0,277.8,190.3,107.3,278.0,26.8,32.8,1.3,1.8,66.7,-10.1,-14.5,0
179.4,190.6,198.3,226.6,23.1,31.4,1.9,1.5,30.0,0.1,0.1,150.9,183.4,196.8,278.7,23.3,33.3,1.6,2.3,50.0,-12.1,-12.1,1
130.9,128.1,321.9,219.7,31.7,22.4,2.1,1.9,70.0,1.7,-4.6,192.5,90.7,119.5,197.3,28.2,14.8,1.0,1.7,80.0,-0.1,-8.5,0
142.2,138.8,261.2,275.2,31.3,33.7,1.3,1.3,80.0,3.0,2.9,269.4,105.2,110.6,291.6,26.6,26.2,1.4,1.6,80.0,-3.8,-1.8,1
151.3,109.3,169.5,209.9,20.4,23.1,2.4,0.6,80.0,1.3,1.5,262.3,191.8,180.3,307.2,30.5,39.0,1.2,1.0,100.0,-4.8,-2.9,1
73.6,148.7,270.3,242.9,21.2,32.2,2.2,0.9,44.4,-1.1,2.3,186.1,144.2,198.9,247.1,31.1,25.6,1.3,2.3,10.0,9.2,3.9,0
113.9,178.8,244.3,180.6,35.4,31.3,2.1,1.9,50.0,6.8,4.2,113.8,154.6,315.6,237.1,31.7,33.4,2.2,2.1,70.0,6.7,4.0,1
145.8,113.3,295.2,193.8,35.7,11.8,1.7,2.7,90.9,23.6,11.1,107.0,166.4,242.0,173.0,24.6,21.0,1.8,2.2,70.0,10.1,7.6,0
172.8,115.8,256.5,291.5,36.8,20.0,1.8,3.3,60.0,5.1,-2.7,84.2,262.8,219.8,170.6,19.2,28.0,1.8,1.6,11.1,-11.9,-5.7,0
109.0,62.5,234.8,146.0,26.5,12.3,2.8,3.0,70.0,7.5,-4.7,264.7,94.7,229.3,275.0,25.0,22.7,1.0,2.3,30.0,-1.2,-3.2,1
186.0,112.7,226.9,225.9,34.1,22.0,1.3,1.3,50.0,15.8,6.2,122.1,129.3,249.0,227.3,20.8,25.1,2.1,1.6,80.0,0.6,-2.0,1
180.5,155.3,208.3,343.0,29.8,32.5,2.3,2.0,44.4,-8.7,-10.1,283.3,42.0,145.7,258.0,34.3,16.0,0.3,1.7,33.3,3.4,-8.0,1
