f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,label
180.7,219.3,201.7,252.2,24.2,31.3,0.8,1.0,50.0,-6.1,-7.1,93.7,246.7,218.2,247.2,19.0,42.0,1.3,1.3,36.4,-24.4,-16.3,0
183.7,179.0,179.0,199.7,37.0,19.3,1.3,3.7,33.3,11.0,-3.2,257.0,135.7,191.7,138.7,31.3,16.0,1.0,1.0,50.0,15.3,1.7,0
266.9,165.4,257.4,217.9,32.5,28.4,2.3,1.9,20.0,1.4,-2.5,109.3,126.4,293.6,249.5,31.1,29.3,2.3,2.1,70.0,-4.6,-9.6,1
173.7,168.4,315.0,266.3,30.1,30.0,2.0,1.7,60.0,-7.1,-7.2,251.5,172.4,113.0,205.8,23.4,25.6,1.5,1.3,80.0,-3.8,-5.6,0
232.2,88.8,128.4,328.6,31.2,22.4,0.8,2.0,44.4,-3.0,-6.5,234.6,131.0,179.0,381.4,24.2,40.4,3.2,1.0,66.7,-21.4,-17.0,0
121.8,205.5,198.0,204.1,16.8,28.0,2.5,2.4,70.0,-1.1,4.0,116.9,113.9,196.4,250.1,24.8,24.8,1.6,1.4,80.0,6.2,4.5,1
193.4,48.1,290.6,275.0,48.1,17.6,0.9,1.4,70.0,26.2,9.6,254.8,107.8,234.8,251.8,44.7,21.8,1.5,2.3,10.0,14.9,1.0,0
159.8,171.2,285.5,233.0,32.8,29.2,2.0,1.8,77.8,14.6,14.6,137.4,164.6,199.9,184.2,21.4,23.8,1.9,1.7,77.8,9.6,9.6,0
89.5,199.0,196.5,238.5,21.5,26.5,3.0,2.5,33.3,8.1,9.6,131.0,54.5,172.5,306.5,23.5,15.0,1.5,2.5,44.4,4.3,-1.5,0
196.2,215.8,266.5,176.2,34.8,27.7,1.5,1.5,33.3,12.2,5.6,157.8,164.8,332.2,249.6,33.6,26.6,2.6,3.2,60.0,11.8,5.3,1
237.5,62.5,301.0,214.5,37.5,15.5,2.5,2.0,40.0,2.7,-15.1,207.0,226.0,288.5,101.5,24.0,11.5,2.5,2.5,36.4,-1.2,-7.0,1
179.1,179.0,179.5,202.0,16.8,30.5,2.1,0.8,50.0,-15.6,-8.4,149.9,155.4,274.7,242.9,28.1,30.8,2.2,1.6,60.0,-8.6,-9.0,1
189.7,137.3,196.7,208.7,30.0,16.0,1.3,1.3,30.0,7.1,-0.1,109.0,115.0,192.0,251.5,28.0,15.0,3.0,4.0,80.0,0.4,-9.3,1
138.5,114.0,223.5,269.0,17.0,29.5,2.5,1.5,80.0,-3.8,-3.2,130.3,361.0,265.0,284.7,20.3,51.0,1.7,1.0,80.0,-20.1,-10.2,1
140.0,132.0,173.0,439.0,3.0,49.0,2.0,0.0,90.0,9.2,7.9,199.0,137.5,272.0,154.5,38.0,20.5,0.5,0.5,90.0,15.1,7.4,0
68.0,123.0,242.0,266.0,17.3,22.7,1.7,2.3,40.0,-1.8,1.5,127.0,287.0,197.0,220.5,6.5,45.5,2.5,1.5,40.0,-12.4,-8.2,1
102.0,112.9,254.0,211.9,21.6,22.1,1.3,1.7,77.8,4.6,-0.4,139.9,169.0,277.1,275.3,29.4,29.0,1.4,1.5,44.4,4.1,2.0,1
291.0,56.5,199.0,223.5,35.0,5.0,2.0,1.0,90.9,18.0,-6.4,84.0,134.5,391.0,257.5,37.5,37.5,2.0,1.0,30.0,-4.2,-12.6,1
146.8,102.0,128.4,226.3,21.5,15.0,1.5,2.3,70.0,1.2,-4.2,111.7,78.0,248.2,187.6,28.8,17.8,1.9,1.4,50.0,6.9,-0.6,1
149.2,108.8,228.2,258.9,27.9,23.1,1.4,2.4,50.0,-0.1,-2.8,262.0,151.2,262.7,223.6,33.6,28.3,2.2,2.1,20.0,1.7,-3.2,1
159.2,150.2,364.2,343.2,36.4,33.8,1.4,1.2,90.0,11.8,6.4,187.8,175.2,178.2,240.4,28.6,26.6,0.8,3.4,50.0,-5.4,-4.8,1
245.4,137.6,181.6,264.4,38.1,29.0,1.7,1.6,60.0,-1.9,-10.7,152.9,165.6,246.1,203.0,22.6,26.6,1.3,1.3,50.0,-10.1,-11.0,1
202.3,242.7,228.7,256.5,28.7,39.3,1.8,0.7,70.0,-14.2,-10.5,250.0,137.6,181.0,203.4,33.8,25.6,1.0,1.2,33.3,-0.6,-7.8,1
179.6,149.8,306.8,253.0,32.4,24.0,1.4,1.6,22.2,5.9,-0.7,125.2,169.0,226.4,326.0,21.4,35.0,2.2,1.8,11.1,-14.8,-8.7,1
70.3,196.5,335.3,190.2,24.7,31.0,1.2,1.2,30.0,-6.3,-2.2,113.0,184.0,196.0,237.6,21.2,31.8,2.8,1.8,40.0,-14.3,-12.3,1
135.2,143.4,222.8,275.7,21.5,30.6,1.7,1.4,70.0,-4.6,1.7,133.7,150.9,192.0,288.4,21.3,33.3,1.1,1.6,30.0,-14.7,-10.2,0
168.8,167.6,228.4,249.8,34.3,23.8,1.1,2.1,30.0,9.3,3.3,143.7,174.8,283.9,204.9,33.8,27.6,1.5,2.2,30.0,-0.1,-4.6,0
306.6,109.8,47.4,183.4,25.8,17.0,1.4,1.6,55.6,-1.0,-9.3,274.4,87.0,106.0,232.3,27.4,20.9,1.3,1.6,44.4,-7.6,-12.0,1
161.6,137.3,222.7,207.8,28.8,20.3,1.5,1.9,80.0,11.5,6.9,102.9,178.0,280.4,221.2,26.2,30.8,1.6,1.3,80.0,-3.3,-1.5,1
171.7,53.0,262.0,262.3,38.0,9.7,1.7,2.3,30.0,14.0,-0.4,114.0,113.0,230.5,212.5,22.0,30.5,2.0,3.0,70.0,6.6,1.6,0
43.0,208.0,190.0,481.0,3.0,59.0,1.0,0.0,22.2,-29.5,-25.9,52.0,289.0,270.0,142.5,12.0,37.5,2.0,1.0,33.3,-19.7,-10.1,1
138.5,106.5,194.5,228.5,27.5,19.0,0.0,2.0,55.6,15.9,13.5,231.0,217.0,209.0,91.0,30.0,26.0,3.0,4.0,55.6,-4.4,-18.6,1
159.5,221.2,248.8,231.1,25.4,33.1,1.3,1.4,33.3,-0.2,1.2,154.9,96.6,224.6,242.0,27.7,20.7,1.9,1.8,44.4,-1.7,-8.0,0
104.0,195.0,282.0,265.0,24.0,20.0,2.0,2.0,20.0,1.3,1.8,131.0,182.0,87.0,248.0,7.0,45.0,2.0,1.0,66.7,-4.4,19.3,1
270.3,108.7,91.7,198.8,31.7,20.2,1.0,1.5,80.0,6.2,1.0,44.0,166.0,320.8,208.8,26.0,30.8,3.3,3.3,70.0,-10.7,-9.6,1
87.0,177.5,353.5,193.0,27.5,13.5,0.5,1.5,33.3,-7.4,-10.6,347.0,91.5,150.0,109.0,36.0,6.5,0.5,2.0,77.8,4.4,-12.6,0
143.3,108.9,191.3,242.1,28.2,23.3,2.0,2.8,70.0,3.6,-0.2,163.6,167.1,192.8,196.9,26.9,20.3,1.2,2.3,72.7,5.3,1.4,1
219.3,146.0,179.0,274.5,32.0,29.5,2.5,2.5,80.0,-6.4,-7.9,80.3,277.3,183.3,252.7,11.3,55.0,3.0,0.7,70.0,-18.1,-10.2,0
206.5,148.0,197.2,256.3,22.3,28.2,1.2,0.8,44.4,-6.3,-6.7,97.7,126.0,216.5,138.0,21.3,15.0,1.2,1.2,77.8,-8.9,-11.9,1
152.1,113.8,132.4,182.1,22.7,21.2,1.0,2.1,30.0,3.6,1.5,96.4,140.4,214.2,230.8,20.8,25.8,1.4,1.8,50.0,-6.4,-3.2,0
127.9,134.1,316.9,214.7,30.9,21.2,1.9,1.8,70.0,2.6,-3.9,131.5,137.6,254.3,202.4,24.0,24.5,1.9,1.1,20.0,-14.6,-13.5,0
209.4,153.6,212.3,227.7,31.5,23.3,1.1,2.0,44.4,-0.9,-9.9,217.7,169.6,290.1,226.8,38.5,26.7,1.1,1.6,60.0,4.9,-5.2,0
169.3,178.7,195.7,261.7,20.3,39.3,3.7,1.0,40.0,-11.5,-8.1,170.7,304.0,260.0,342.0,26.7,58.0,1.7,0.7,33.3,-16.7,-10.1,0
209.7,132.7,116.7,267.5,29.7,25.0,1.0,1.7,60.0,-3.4,-7.3,274.8,143.6,184.4,252.0,39.4,22.8,1.6,2.2,70.0,9.2,-5.1,0
262.0,68.5,190.5,200.5,41.0,13.5,1.5,2.5,100.0,13.3,-16.0,93.0,209.0,455.0,299.0,30.0,44.0,3.0,3.0,60.0,-5.9,-8.1,1
121.1,204.1,254.6,182.9,25.1,27.0,1.9,1.7,60.0,-8.6,-7.5,217.6,155.1,183.3,269.4,34.4,29.6,1.1,2.1,60.0,0.3,-5.0,1
172.5,264.0,100.5,107.5,11.0,33.0,3.0,0.0,30.0,-7.2,3.5,310.0,100.0,348.0,340.0,54.0,24.0,2.0,1.0,80.0,7.8,-19.3,0
136.5,70.5,207.5,191.0,29.0,15.5,2.0,3.0,80.0,5.5,-4.4,61.0,162.5,188.5,145.0,13.5,24.0,2.0,2.5,80.0,-3.4,2.2,0
159.5,121.9,242.1,212.2,33.9,23.1,1.0,1.8,66.7,7.1,-1.5,292.2,254.7,109.2,154.6,28.7,34.4,1.8,0.9,33.3,-4.8,-4.3,0
308.9,183.5,110.0,238.6,30.1,33.1,1.1,1.9,80.0,-2.7,-3.1,119.3,113.6,281.4,260.3,27.1,25.3,2.4,1.3,70.0,-0.2,-2.2,0
175.0,132.5,381.1,220.5,47.2,22.8,1.0,1.6,55.6,28.5,13.1,194.7,75.7,214.1,179.2,30.2,9.8,0.8,1.0,88.9,25.3,10.2,1
160.4,123.8,171.5,173.7,23.3,18.1,1.9,1.7,40.0,9.5,5.5,191.9,157.2,158.3,240.4,23.1,28.9,1.4,1.5,30.0,-11.7,-9.6,1
93.2,193.8,225.0,308.6,20.6,37.4,1.4,1.8,30.0,-16.5,-9.9,174.0,98.6,131.0,279.0,18.8,27.4,0.8,1.8,50.0,-8.1,-5.4,1
139.8,166.0,135.0,185.2,12.2,26.2,2.0,0.8,90.9,-9.3,-1.4,160.3,168.0,144.3,178.5,19.8,18.8,1.8,2.0,80.0,-0.9,-4.2,0
20.0,255.0,263.0,318.0,31.0,36.0,1.0,2.0,60.0,6.6,11.3,203.0,101.0,249.0,89.0,30.0,3.0,2.0,1.0,20.0,-20.1,-30.2,1
192.3,130.0,359.3,247.0,41.0,11.0,0.0,1.3,100.0,20.5,3.4,221.0,131.5,180.3,231.3,28.0,27.3,3.0,1.5,90.9,0.4,-2.3,0
287.0,92.0,206.7,84.0,40.0,8.7,2.0,2.3,30.0,29.3,1.4,135.8,116.0,186.2,204.8,27.0,14.8,0.8,2.2,60.0,10.6,1.3,0
201.4,76.2,225.0,171.6,37.0,11.1,1.0,2.3,80.0,27.0,7.8,134.8,208.2,163.7,227.3,17.3,28.4,2.2,1.1,40.0,-3.9,0.9,0
212.3,93.7,191.7,181.0,30.0,9.0,1.0,1.0,11.1,17.1,3.5,179.8,100.8,235.0,266.3,29.8,27.5,1.3,0.8,60.0,7.3,4.4,1
81.8,303.0,288.0,256.7,21.8,38.3,1.7,1.5,9.1,-8.5,-3.7,90.5,84.8,214.7,213.5,23.7,22.7,2.5,1.3,40.0,-7.1,-7.4,1
133.3,183.0,164.0,171.5,23.2,23.0,1.8,1.8,40.0,-1.9,-3.7,102.3,78.9,246.0,204.6,28.9,19.0,2.3,1.6,50.0,5.9,-0.3,1
303.9,80.3,148.7,245.0,37.4,20.5,1.6,2.1,36.4,13.8,1.6,174.2,103.9,145.6,146.7,25.5,12.8,1.8,2.4,50.0,10.5,1.0,1
211.9,180.6,245.7,234.1,32.0,28.0,2.0,2.3,50.0,-3.3,-6.7,193.6,171.3,204.4,203.3,22.4,20.8,1.1,1.5,30.0,-9.7,-10.8,1
141.8,105.7,266.5,257.9,29.2,21.7,1.5,1.8,77.8,10.8,7.4,191.0,165.7,292.9,253.5,36.4,30.7,1.7,1.4,66.7,5.8,0.4,0
226.5,136.7,224.2,220.7,38.5,21.7,0.8,0.8,30.0,18.2,7.1,105.0,153.4,207.8,218.6,21.0,20.2,2.2,1.8,66.7,8.9,7.5,0
206.4,80.6,187.2,126.4,32.6,11.0,1.6,2.4,60.0,13.5,1.2,181.5,83.8,224.7,194.2,36.3,10.5,1.3,1.8,30.0,19.3,2.3,1
148.0,240.0,436.0,323.0,58.0,34.0,0.0,1.0,70.0,5.6,-8.3,66.5,223.5,241.5,222.5,18.5,38.0,1.0,2.0,50.0,-21.7,-13.0,1
70.0,119.0,359.0,316.0,40.0,34.0,2.0,5.0,70.0,5.2,-3.4,74.0,124.0,201.0,343.0,23.0,21.0,3.0,5.0,90.9,-2.3,-3.7,1
89.6,159.8,242.2,193.2,17.0,31.0,2.6,1.4,50.0,-19.1,-9.7,177.8,171.8,146.8,229.8,21.0,33.0,1.0,1.3,40.0,-12.8,-13.1,1
216.3,174.8,223.8,310.0,38.2,35.0,1.8,2.0,44.4,-3.8,-6.1,307.7,88.1,125.0,211.0,37.4,16.9,1.0,2.2,77.8,7.4,-10.1,1
216.4,151.3,220.8,240.4,29.9,26.8,0.5,1.2,20.0,10.8,8.9,167.3,229.4,228.1,225.2,28.0,35.4,1.1,1.4,70.0,-1.7,-0.4,0
31.0,126.0,269.0,133.0,31.0,7.0,1.0,4.0,30.0,-10.4,-17.6,32.0,326.0,187.0,145.0,6.0,38.0,0.0,2.0,30.0,-31.2,-4.6,0
211.0,65.5,198.5,178.0,32.5,10.5,1.0,2.0,66.7,6.7,-11.5,84.0,101.0,217.5,239.0,18.0,25.5,2.0,1.0,11.1,-5.2,3.5,0
154.6,188.3,234.6,235.6,27.8,31.8,2.3,1.7,66.7,-2.0,0.5,155.6,131.4,330.3,296.4,33.4,24.2,1.6,1.2,20.0,12.6,7.0,0
231.0,87.6,194.0,204.4,36.2,10.0,2.0,2.2,77.8,15.8,-0.9,155.5,217.2,243.0,241.8,29.2,37.2,2.2,1.8,66.7,-9.8,-3.9,0
115.8,226.0,272.4,244.6,26.8,37.3,1.2,1.3,60.0,-15.4,-10.4,85.4,258.8,308.9,242.8,23.3,38.2,1.7,1.2,50.0,-16.5,-10.9,1
196.0,43.7,163.3,168.7,24.0,10.0,1.3,2.3,80.0,9.6,-5.1,195.0,155.0,337.0,205.0,39.0,25.0,1.5,1.0,50.0,12.5,1.3,1
297.0,118.3,225.3,231.0,44.0,16.7,0.3,1.0,60.0,10.4,-7.6,56.5,232.5,285.0,180.0,24.0,29.0,2.5,0.5,70.0,-2.1,-3.1,0
239.0,92.0,215.0,250.0,45.0,14.0,1.0,2.0,40.0,17.5,-8.1,170.5,241.5,119.0,237.5,19.0,36.0,1.5,1.5,30.0,-14.2,-5.3,0
192.3,114.2,329.3,179.8,42.1,14.8,0.8,1.1,88.9,17.7,0.7,203.7,101.1,140.1,168.4,26.1,16.3,1.3,1.7,77.8,-1.0,-8.4,0
124.0,127.0,108.0,311.0,20.0,16.0,0.0,3.0,30.0,1.6,1.9,162.0,103.0,139.0,235.0,21.0,24.0,4.0,2.0,50.0,0.1,3.4,0
288.0,28.0,250.0,365.0,33.0,23.0,1.0,0.0,80.0,21.1,8.0,105.0,498.0,95.0,286.0,7.0,55.0,0.0,0.0,40.0,-18.2,13.0,0
61.0,259.0,186.0,127.0,16.0,23.0,2.0,4.0,60.0,-7.5,-1.8,296.0,169.0,216.0,141.0,20.0,10.0,2.0,2.0,90.0,-14.5,-4.1,1
210.3,211.0,354.7,292.7,45.3,31.0,1.3,2.0,100.0,15.4,3.3,217.0,86.0,160.3,223.3,27.3,15.0,0.7,2.3,20.0,2.2,-7.9,1
121.8,145.8,246.3,186.8,20.3,24.3,1.9,0.6,11.1,-10.5,-8.3,175.6,178.3,118.5,250.6,10.6,28.3,1.8,1.0,11.1,-24.7,-13.6,0
232.2,161.4,263.8,183.2,51.2,16.4,0.6,2.6,66.7,22.6,0.9,196.4,252.6,140.8,170.0,22.8,35.6,1.8,1.2,20.0,-5.7,-0.6,0
167.8,78.3,246.3,189.3,31.5,12.3,1.0,2.3,80.0,13.5,3.8,167.0,104.8,198.4,235.6,25.2,23.0,1.8,1.2,70.0,1.6,0.0,1
67.0,224.0,337.0,225.0,13.0,41.0,2.0,1.0,70.0,-3.8,-4.6,143.0,292.0,179.0,116.0,28.0,25.0,1.0,1.0,50.0,-2.4,-7.9,1
210.5,85.0,279.4,198.6,38.7,12.4,1.4,1.1,90.0,30.4,11.3,188.4,138.2,234.5,216.4,29.5,21.9,1.2,1.1,60.0,16.0,10.8,1
169.3,152.0,231.4,200.9,33.4,22.0,1.3,2.1,40.0,1.8,-7.2,177.3,242.8,383.3,228.2,41.7,44.5,2.2,1.2,50.0,-6.0,-5.7,1
222.5,111.3,143.4,325.8,35.9,30.1,0.6,2.4,50.0,5.7,3.9,216.0,110.2,304.6,311.2,37.7,28.6,1.9,0.8,100.0,13.8,7.8,1
174.7,165.6,177.2,251.1,19.9,23.1,2.0,2.5,60.0,-3.0,-1.1,94.0,155.8,207.7,220.7,22.1,25.6,2.3,1.8,60.0,-1.4,0.8,0
147.0,128.7,202.7,226.3,27.3,25.7,0.8,2.5,50.0,-3.4,-5.8,84.2,162.7,225.2,280.7,23.2,38.2,1.2,1.2,30.0,-14.9,-9.8,0
237.3,141.6,177.1,232.1,37.0,29.7,1.9,1.8,40.0,-0.9,-4.5,163.9,190.9,247.4,305.2,26.8,37.3,2.5,1.9,70.0,-16.1,-10.3,0
292.0,150.6,170.0,200.1,41.1,20.4,2.0,3.0,20.0,10.6,-0.2,108.5,165.9,243.6,164.4,23.4,19.6,2.0,1.6,30.0,6.1,1.7,1
138.8,163.2,252.0,218.0,24.6,26.2,1.2,0.6,77.8,5.7,4.9,169.3,182.0,321.3,194.3,36.0,19.5,0.5,1.0,30.0,4.3,-6.2,0
150.3,170.0,147.7,258.5,21.7,29.0,0.8,0.8,40.0,-9.3,-6.3,182.0,184.8,200.7,192.5,22.0,31.2,2.3,1.2,50.0,-12.6,-9.2,0
102.3,163.8,195.5,257.0,17.3,31.0,0.8,2.0,70.0,-9.1,-1.6,223.0,179.7,260.3,196.3,33.0,28.3,3.0,1.3,80.0,3.0,0.1,1
193.6,144.5,288.6,255.1,44.8,24.0,1.4,2.4,55.6,11.2,-2.4,156.9,110.6,303.7,254.6,34.5,22.4,1.1,1.6,88.9,-1.1,-11.6,1
236.1,209.1,218.7,249.0,31.2,31.5,1.4,1.5,30.0,-4.7,-5.2,166.0,203.1,134.1,192.3,18.1,29.7,1.0,1.9,40.0,-13.9,-11.2,1
128.0,360.0,192.0,212.0,24.0,42.0,2.0,3.0,33.3,8.6,6.3,184.0,163.0,270.0,234.0,31.0,41.0,4.0,3.0,20.0,-4.7,-8.5,0
138.6,234.2,272.2,227.2,23.2,36.8,1.6,1.4,40.0,-13.6,-6.1,142.4,179.4,158.8,199.4,17.6,31.4,2.2,2.0,40.0,-13.1,-12.1,0
233.6,136.2,184.2,187.3,36.3,20.9,1.8,2.3,90.0,17.2,7.2,118.0,99.0,229.1,224.6,20.9,20.4,2.3,2.1,70.0,4.1,1.1,1
223.5,63.2,221.2,154.8,37.0,12.5,0.7,2.2,80.0,21.7,8.0,140.4,121.2,228.6,150.0,25.2,19.2,1.2,1.6,30.0,3.5,-1.5,1
146.0,118.0,211.0,284.0,14.0,24.0,3.0,1.0,40.0,-5.9,-12.9,297.0,69.0,189.0,215.5,52.0,17.0,1.5,2.5,60.0,18.9,1.4,0
171.0,268.0,175.0,324.0,6.0,38.0,1.0,1.0,60.0,4.4,1.7,162.0,217.0,108.0,360.0,20.0,52.0,1.0,2.0,30.0,-8.1,-9.6,1
281.2,110.6,139.2,219.2,33.1,20.9,1.5,1.2,33.3,6.2,-3.5,68.8,165.8,441.0,300.2,37.4,32.7,2.1,1.3,44.4,8.6,4.0,1
170.4,206.8,371.0,240.4,33.2,32.6,2.2,0.8,36.4,7.2,4.7,248.8,114.2,354.2,209.6,49.2,22.8,1.2,1.6,50.0,24.2,5.3,1
318.0,139.0,79.0,260.0,47.0,45.0,1.0,3.0,100.0,1.8,-12.7,252.5,205.5,107.0,313.0,21.5,42.0,0.5,1.0,30.0,-11.7,2.9,1
82.7,173.3,205.8,159.3,30.0,24.4,1.5,2.0,70.0,5.6,0.6,84.7,163.6,145.3,171.3,13.9,26.8,1.6,1.3,36.4,-13.9,-4.5,0
133.8,98.5,329.0,214.8,28.3,22.2,2.7,1.5,90.0,8.5,-0.1,160.0,227.4,209.4,192.5,23.4,30.8,2.1,2.0,20.0,-4.9,1.8,1
141.1,204.6,358.3,243.7,33.4,30.6,1.4,0.6,100.0,15.1,12.0,93.0,152.6,241.6,212.1,17.6,27.1,1.4,1.4,30.0,-16.6,-12.9,0
167.0,149.3,205.2,296.3,29.7,31.4,1.0,2.3,70.0,-5.5,-5.0,200.4,130.9,200.1,295.2,24.6,31.3,1.6,1.5,80.0,-16.0,-12.7,0
146.7,163.5,135.0,296.2,14.8,33.3,1.7,2.3,60.0,-10.6,0.3,117.3,230.3,170.2,278.5,18.0,48.0,1.3,2.2,40.0,-18.0,0.7,0
218.5,134.2,190.3,186.7,30.3,17.7,1.0,1.7,33.3,-0.9,-10.3,154.2,218.0,182.7,179.8,18.8,31.8,1.8,0.7,22.2,-25.5,-15.3,0
165.0,213.6,189.2,229.6,17.6,29.8,1.8,1.2,50.0,-12.1,-7.2,148.5,307.7,215.8,208.5,22.2,44.5,2.2,1.5,33.3,-23.2,-16.7,0
175.3,166.3,172.5,211.0,17.8,31.3,2.3,0.5,66.7,-3.2,-1.3,110.8,153.2,212.8,194.0,21.8,15.4,1.0,1.6,40.0,14.7,6.9,1
186.1,208.5,282.5,208.0,35.5,27.6,1.5,1.4,33.3,11.4,3.9,164.6,213.6,166.6,216.4,18.4,34.0,1.1,1.3,20.0,-8.2,-1.5,1
157.9,111.6,217.6,183.5,30.9,17.7,1.3,2.0,66.7,14.2,4.3,227.0,106.7,155.4,163.0,26.0,12.5,0.9,1.5,50.0,20.1,10.5,1
175.0,57.4,215.2,244.7,35.0,19.2,2.0,2.4,70.0,14.0,3.9,137.3,150.6,235.8,208.2,22.3,21.5,2.5,1.6,60.0,1.0,-1.0,1
225.0,85.0,105.0,155.0,16.0,6.0,0.0,2.0,55.6,4.9,-2.0,206.0,25.0,324.0,246.0,37.0,7.0,2.0,1.0,55.6,9.3,-19.2,0
196.3,148.6,288.4,268.2,38.1,28.6,1.6,2.0,40.0,5.2,-4.2,131.4,157.7,273.7,200.7,22.6,30.4,2.4,1.1,81.8,-7.8,-4.3,0
113.5,144.5,375.3,216.6,35.8,24.3,1.4,2.6,70.0,6.3,-2.1,105.1,227.2,168.3,211.5,18.2,38.1,1.2,1.4,80.0,-16.9,-4.9,1
216.1,157.4,286.9,258.9,33.4,25.1,2.3,2.4,30.0,5.4,0.6,181.6,182.1,352.7,348.9,36.7,35.6,2.0,2.6,70.0,7.1,5.7,0
178.0,149.9,98.4,252.3,17.4,27.0,1.1,1.9,72.7,-16.2,-12.1,195.6,130.5,226.4,212.9,31.1,21.4,2.0,2.1,40.0,0.9,-3.6,0
262.2,206.9,259.1,233.8,40.4,33.3,1.7,1.6,22.2,4.6,-0.8,163.8,154.6,186.6,221.0,30.2,22.9,1.7,2.2,44.4,2.8,-2.8,1
160.8,114.5,335.5,133.5,39.0,8.5,2.3,2.8,90.9,21.1,-0.8,255.3,62.0,332.3,188.3,42.0,14.0,1.8,1.0,80.0,24.4,4.8,1
132.1,207.6,242.2,169.6,28.1,27.4,1.8,2.3,60.0,-6.1,-5.9,133.4,235.1,106.9,194.2,8.7,36.0,2.1,1.6,40.0,-23.2,-9.8,1
131.7,164.0,284.6,228.1,31.3,18.4,0.9,1.3,50.0,14.7,4.3,100.9,117.0,156.9,176.7,12.1,13.9,1.3,1.4,66.7,3.4,0.4,0
165.0,246.5,121.0,125.0,7.0,30.5,4.0,1.5,40.0,-10.1,-0.1,84.5,182.0,280.5,163.0,17.0,29.5,1.0,1.5,50.0,-7.0,-3.9,1
89.5,115.3,212.3,226.8,21.0,29.0,2.0,2.5,50.0,-11.3,-8.8,33.5,126.5,185.5,219.0,6.5,25.0,3.5,2.5,40.0,-10.1,-7.1,0
102.0,206.5,236.0,333.3,18.0,34.8,3.3,2.0,50.0,-13.2,-7.5,161.3,159.0,192.3,249.5,21.5,32.3,1.3,2.0,50.0,-8.6,-4.7,0
226.4,141.3,181.7,161.9,33.4,18.3,1.9,1.1,44.4,9.3,-2.3,125.6,196.6,190.6,187.8,22.5,28.6,1.5,2.0,33.3,-21.0,-17.6,0
220.9,150.7,138.3,192.7,26.1,22.6,1.9,2.3,60.0,0.3,-4.3,156.3,153.4,244.1,157.6,29.4,19.6,1.4,1.6,60.0,4.8,-4.6,0
200.3,196.0,199.9,255.9,28.6,30.8,1.3,1.9,30.0,8.9,8.7,130.4,175.8,233.4,215.5,28.8,26.8,2.1,1.5,30.0,5.6,2.0,1
161.7,116.3,181.0,177.0,28.3,17.0,2.5,2.2,40.0,10.7,2.7,358.8,148.8,182.5,248.8,44.8,29.0,2.5,2.3,20.0,6.2,-2.5,1
218.1,211.2,344.8,324.4,40.7,40.3,2.0,1.2,90.9,7.6,7.4,103.7,135.7,258.0,226.0,30.1,19.4,1.4,2.9,100.0,15.1,9.4,0
177.8,236.0,193.5,289.3,18.0,44.2,2.3,1.0,88.9,-27.6,-7.6,147.7,155.9,191.1,280.1,20.9,35.1,2.1,1.9,44.4,-15.3,-4.0,0
173.0,187.0,175.6,194.4,29.7,18.3,2.0,2.6,44.4,-1.8,-14.3,177.8,163.7,152.2,262.2,15.2,38.0,4.2,2.5,11.1,-27.6,-18.6,1
89.0,153.2,137.4,236.0,19.2,25.0,1.4,2.6,50.0,-11.4,-4.6,65.8,143.0,275.6,220.2,16.6,21.8,1.6,2.4,10.0,-7.4,-2.8,0
215.8,127.7,189.3,207.0,30.7,21.5,0.8,1.0,30.0,8.8,-0.7,165.2,88.0,252.6,227.6,33.8,14.4,0.4,2.4,60.0,11.0,-0.5,0
163.2,198.7,310.7,262.1,34.9,35.7,1.6,1.4,11.1,-5.2,-8.1,178.9,230.7,194.9,257.2,22.3,37.0,1.6,1.4,44.4,-21.4,-15.3,1
289.0,147.8,313.4,190.0,55.0,16.0,1.0,2.8,90.0,33.2,8.2,68.5,155.3,336.3,275.2,26.8,27.8,3.2,2.2,50.0,-0.3,0.2,0
156.8,188.4,262.8,241.6,22.8,27.6,1.2,1.6,44.4,-11.5,-10.8,123.2,230.0,165.2,137.8,17.4,31.0,2.8,1.4,60.0,-11.5,-5.0,0
139.6,99.4,280.5,281.2,34.7,20.0,1.8,3.0,70.0,14.2,4.0,190.4,145.7,200.1,227.1,27.7,24.5,2.3,2.1,70.0,-3.8,-8.5,0
197.5,62.3,274.0,249.8,45.8,11.5,0.3,1.5,30.0,25.5,0.2,101.4,127.4,265.0,222.0,24.4,30.4,1.0,0.8,30.0,-4.8,-0.7,0
224.3,71.6,211.1,160.6,36.8,15.4,1.0,2.5,60.0,21.6,5.4,149.6,139.3,241.0,231.1,28.6,22.9,1.3,2.1,80.0,8.9,1.9,1
135.7,172.5,227.2,184.2,23.5,26.3,1.8,0.7,70.0,-2.1,-4.0,139.5,159.2,116.3,216.5,16.0,23.8,1.2,1.8,80.0,-9.2,-9.7,1
163.6,117.7,253.4,280.7,22.9,23.6,1.0,1.4,60.0,-1.9,-2.4,114.3,211.3,179.8,249.6,20.9,38.5,1.4,1.8,40.0,-12.8,-1.1,1
184.0,125.1,227.6,230.4,31.5,18.1,1.8,2.7,90.0,0.7,-8.1,172.1,224.9,251.7,220.3,30.6,33.7,1.2,1.5,80.0,-8.6,-7.8,0
